gene_id	day1_1	day1_2	day1_3	day60_1	day60_2	day60_3
FBgn0030358	202	183	43	39	53	81
FBgn0030359	1074	679	168	198	247	430
FBgn0030360	610	573	168	101	170	244
FBgn0030361	51	76	328	293	199	20
FBgn0030362	7704	6962	1548	1456	1905	3081
FBgn0030364	928	935	3958	4074	3516	371
FBgn0030365	376	388	2870	2876	2646	150
FBgn0030367	248	241	489	293	568	99
FBgn0030369	282	277	26	25	34	113
FBgn0030370	365	226	50	68	89	146
FBgn0030373	14	22	249	225	387	5
FBgn0030374	260	185	37	54	79	104
FBgn0030376	1035	598	149	149	194	414
FBgn0030377	76	28	13	20	8	30
FBgn0030384	476	287	72	72	116	190
FBgn0030386	622	414	107	166	202	249
FBgn0030391	328	302	1454	1483	1150	131
FBgn0030394	87	159	1	1	4	35
FBgn0030395	44	21	5	7	1	18
FBgn0030396	686	739	2030	1607	1693	274
FBgn0030398	59	65	1	5	2	23
FBgn0030400	757	937	1335	1289	1059	303
FBgn0030403	2082	2333	1404	1089	1210	833
FBgn0030406	322	390	864	792	751	129
FBgn0030409	154	86	37	18	36	62
FBgn0030410	189	156	500	556	497	75
FBgn0030411	127	207	645	538	578	51
FBgn0030412	1763	1809	1284	1081	1549	705
FBgn0030417	21	17	0	2	3	8
FBgn0030418	370	419	591	583	573	148
FBgn0030420	140	155	1009	970	742	56
FBgn0030421	161	162	582	621	435	64
FBgn0030425	1103	1000	465	280	472	441
FBgn0030429	616	474	76	101	100	246
FBgn0030431	1082	1220	1687	1798	1485	433
FBgn0030432	1578	1519	3077	2997	2673	631
FBgn0030433	524	697	1302	1412	1336	209
FBgn0030434	634	659	2056	2353	1988	253
FBgn0030435	492	470	1076	1045	942	197
FBgn0030437	41	29	10	2	5	16
FBgn0030438	5	0	700	261	633	2
FBgn0030440	172	89	14	53	53	69
FBgn0030441	394	180	46	65	85	158
FBgn0030447	458	564	1121	1037	1037	183
FBgn0030449	441	275	67	80	108	176
FBgn0030451	44	43	109	110	105	18
FBgn0030455	34	24	7	11	10	14
FBgn0030456	214	254	2406	2282	1930	85
FBgn0030457	410	488	1012	973	919	164
FBgn0030460	385	312	1097	1026	975	154
FBgn0030462	500	331	64	104	105	200
FBgn0030465	239	298	1406	1457	1331	96
FBgn0030466	112	153	738	685	560	45
FBgn0030467	205	183	424	354	352	82
FBgn0030468	392	496	4331	4001	3140	157
FBgn0030474	202	231	847	891	703	81
FBgn0030478	10618	9859	5844	5223	5475	4247
FBgn0030479	1201	1108	649	509	731	480
FBgn0030480	343	368	657	749	559	137
FBgn0030482	1232	1140	1779	1265	2191	493
FBgn0030483	21	16	11	13	2	8
FBgn0030485	439	431	197	130	283	175
FBgn0030486	755	863	2715	2752	2131	302
FBgn0030499	224	234	1604	1462	1243	90
FBgn0030500	82	91	2067	1795	1528	33
FBgn0030501	83	169	1880	2016	1449	33
FBgn0030502	1220	1268	3463	3221	2589	488
FBgn0030504	903	1073	3827	3495	2992	361
FBgn0030506	209	145	643	502	511	84
FBgn0030507	43	59	1940	1940	1520	17
FBgn0030508	365	385	46	34	61	146
FBgn0030512	562	525	1968	1883	1491	225
FBgn0030514	738	893	2168	1982	1730	295
FBgn0030520	1441	1605	5350	4797	3967	576
FBgn0030522	123	167	277	258	295	49
FBgn0030524	23	20	1	4	3	9
FBgn0030525	369	310	61	87	80	148
FBgn0030528	197	189	467	515	499	79
FBgn0030530	506	516	2105	2123	1634	202
FBgn0030536	1186	689	207	262	274	475
FBgn0030538	34	17	5	7	6	14
FBgn0030539	634	901	15	15	8	253
FBgn0030544	184	244	1	3	23	73
FBgn0030545	342	302	773	840	787	137
FBgn0030551	130	216	6402	6009	5593	52
FBgn0030552	676	772	2647	2484	2276	270
FBgn0030554	366	458	1468	1401	1186	146
FBgn0030556	1460	1467	2551	2604	2324	584
FBgn0030559	49	57	14	9	9	20
FBgn0030562	326	252	74	25	66	130
FBgn0030566	57	45	13	28	15	23
FBgn0030569	32	65	29	11	23	13
FBgn0030571	294	356	733	749	611	118
FBgn0030572	452	352	1000	1043	961	181
FBgn0030573	40	59	360	392	309	16
FBgn0030574	1210	1414	810	736	898	484
FBgn0030576	248	261	51	41	95	99
FBgn0030577	42	24	12	8	5	17
FBgn0030578	266	167	35	50	47	106
FBgn0030581	674	713	1102	1134	939	270
FBgn0030582	975	1055	3255	3041	2407	390
FBgn0030583	10	16	119	150	132	4
FBgn0030586	13	13	3	0	0	5
FBgn0030588	46	118	4	2	13	18
FBgn0030589	254	175	166	76	122	101
FBgn0030590	34	37	9	5	7	14
FBgn0030592	90	65	23	20	10	36
FBgn0030593	8636	7864	3203	1570	4010	3454
FBgn0030595	92	159	46	13	39	37
FBgn0030598	10	1	76	72	50	4
FBgn0030599	290	229	29	39	81	116
FBgn0030603	1126	1317	4824	4084	3954	451
FBgn0030605	5038	5851	1995	2098	2276	2015
FBgn0030607	99	146	1749	1475	1225	39
FBgn0030608	6108	5825	14305	13135	11376	2443
FBgn0030611	201	246	449	420	427	80
FBgn0030612	358	398	1463	1530	1214	143
FBgn0030613	936	980	141	93	166	374
FBgn0030614	433	266	62	89	81	173
FBgn0030615	1078	997	247	169	275	431
FBgn0030616	25601	25293	52073	45866	55298	10240
FBgn0030617	140	171	35	31	52	56
FBgn0030620	295	193	41	79	78	118
FBgn0030622	620	401	86	130	173	248
FBgn0030623	212	153	28	38	43	85
FBgn0030624	887	619	134	152	171	355
FBgn0030628	245	228	1484	1554	1343	98
FBgn0030629	140	165	297	327	246	56
FBgn0030630	371	396	1198	1257	1142	148
FBgn0030631	250	336	1839	1762	1403	100
FBgn0030634	239	256	43	50	39	96
FBgn0030638	694	696	1212	809	1096	278
FBgn0030645	156	97	253	288	348	62
FBgn0030647	60	42	8	19	13	24
FBgn0030648	1521	1744	3089	3143	2752	608
FBgn0030653	820	656	412	445	423	328
FBgn0030654	84	125	301	344	228	34
FBgn0030655	219	274	1252	1096	1047	88
FBgn0030657	128	157	527	478	462	51
FBgn0030658	597	556	2369	2211	2006	239
FBgn0030659	287	336	1277	1186	1076	115
FBgn0030660	554	436	1693	1317	1281	222
FBgn0030661	289	177	46	83	102	115
FBgn0030666	11	31	401	440	221	4
FBgn0030667	85	19	14	37	15	34
FBgn0030668	12464	13107	1505	1291	1600	4986
FBgn0030671	609	725	1922	2024	1844	244
FBgn0030672	4330	4763	8137	6854	6163	1732
FBgn0030673	116	93	307	355	309	46
FBgn0030674	2452	2904	2237	1582	1912	981
FBgn0030678	204	204	813	807	704	82
FBgn0030680	171	260	1622	1773	1383	68
FBgn0030683	165	159	1268	1105	1131	66
FBgn0030684	92	55	23	20	35	37
FBgn0030686	633	760	2416	2223	1970	253
FBgn0030687	262	340	1098	899	921	105
FBgn0030688	201	183	596	343	491	80
FBgn0030691	538	293	123	104	121	215
FBgn0030692	1013	1093	2524	1983	1842	405
FBgn0030694	257	268	715	687	741	103
FBgn0030695	529	581	1288	1165	993	211
FBgn0030696	272	194	40	39	54	109
FBgn0030697	2690	1667	322	446	437	1076
FBgn0030699	685	819	1461	1357	1352	274
FBgn0030700	77	91	457	368	364	31
FBgn0030701	923	1134	2175	2021	1541	369
FBgn0030703	4348	4454	8998	7545	8701	1739
FBgn0030704	281	330	913	1073	916	112
FBgn0030706	458	411	103	60	110	183
FBgn0030707	83	36	4	5	6	33
FBgn0030710	97	103	1915	1975	1477	39
FBgn0030711	262	303	973	1130	953	105
FBgn0030716	569	678	223	177	289	227
FBgn0030717	606	623	1438	1505	1191	242
FBgn0030718	7909	8785	4022	3672	4179	3164
FBgn0030719	27	17	8	3	4	11
FBgn0030720	458	773	1810	1735	1645	183
FBgn0030721	402	262	66	90	103	161
FBgn0030722	214	181	40	67	40	85
FBgn0030723	200	183	46	40	51	80
FBgn0030725	311	165	54	58	95	124
FBgn0030734	1020	882	2833	2616	2857	408
FBgn0030735	868	1030	1705	1445	1209	347
FBgn0030738	770	712	3778	3807	2996	308
FBgn0030739	165	127	404	389	411	66
FBgn0030740	1860	1671	5109	4786	4526	744
FBgn0030742	257	211	72	58	53	103
FBgn0030743	702	539	1348	1487	1239	281
FBgn0030744	637	645	1385	1350	1182	255
FBgn0030745	3383	3609	629	506	639	1353
FBgn0030748	162	187	138	65	140	65
FBgn0030749	672	818	1339	1144	1319	269
FBgn0030752	913	883	1896	1503	1567	365
FBgn0030753	1330	1267	4001	3503	3178	532
FBgn0030756	20	21	86	28	78	8
FBgn0030757	78	62	278	291	202	31
FBgn0030759	152	145	622	607	507	61
FBgn0030761	432	368	851	764	824	173
FBgn0030763	571	870	38	33	32	228
FBgn0030764	193	145	31	58	32	77
FBgn0030766	361	367	625	666	572	144
FBgn0030768	323	342	1229	1108	919	129
FBgn0030769	359	363	122	135	180	144
FBgn0030770	567	441	81	125	144	227
FBgn0030773	25	18	179	194	176	10
FBgn0030774	421	558	946	503	1096	168
FBgn0030776	487	663	1318	833	1376	195
FBgn0030777	399	415	1317	625	1597	159
FBgn0030778	325	348	72	49	76	130
FBgn0030780	1519	959	244	229	329	608
FBgn0030786	956	1118	1817	1777	1762	382
FBgn0030787	174	220	2538	2843	1938	70
FBgn0030788	549	751	2166	2170	1687	220
FBgn0030789	121	199	1259	1284	1047	48
FBgn0030790	391	512	3269	3267	2547	156
FBgn0030791	806	767	1696	1434	1408	322
FBgn0030792	649	735	2607	2473	2513	260
FBgn0030793	82	114	755	655	672	33
FBgn0030794	61	99	939	989	707	24
FBgn0030796	465	512	101	101	142	186
FBgn0030798	471	598	69	58	73	188
FBgn0030799	216	228	386	425	411	86
FBgn0030800	180	250	1032	1055	837	72
FBgn0030801	99	88	373	425	353	40
FBgn0030802	144	141	397	360	344	57
FBgn0030803	415	331	2660	2828	2149	166
FBgn0030804	11	32	5	2	1	4
FBgn0030805	53	63	1535	1565	1288	21
FBgn0030806	59	67	549	451	359	23
FBgn0030809	4874	5380	2491	1925	1828	1950
FBgn0030812	848	1103	4131	3869	2955	339
FBgn0030813	104	124	2098	1869	1537	42
FBgn0030814	1023	743	156	206	205	409
FBgn0030816	488	475	913	442	1034	195
FBgn0030817	346	381	7225	6709	5770	138
FBgn0030823	206	132	27	32	42	82
FBgn0030824	2	0	1010	612	2024	1
FBgn0030826	52	44	6	0	19	21
FBgn0030828	5967	7202	1669	1113	2115	2387
FBgn0030829	15010	10813	35	9	28	6004
FBgn0030830	1181	2023	1	2	3	472
FBgn0030833	194	173	1636	1473	1212	78
FBgn0030834	379	510	1884	1867	1902	151
FBgn0030837	56	107	787	319	915	22
FBgn0030838	1754	1741	2641	2456	2272	702
FBgn0030839	660	508	368	322	364	264
FBgn0030840	555	315	69	88	92	222
FBgn0030841	30	11	1	0	0	12
FBgn0030844	76	60	9	9	10	30
FBgn0030846	894	594	147	184	245	358
FBgn0030847	1300	1161	576	372	633	520
FBgn0030850	1951	2110	3867	3705	3082	780
FBgn0030851	124	160	923	905	733	49
FBgn0030853	6216	6502	3637	3065	3761	2486
FBgn0030854	410	424	1699	1611	1336	164
FBgn0030855	226	497	2188	1929	1862	90
FBgn0030858	409	431	1690	1342	1200	163
FBgn0030859	330	105	95	76	150	132
FBgn0030863	1032	946	3119	2961	2250	413
FBgn0030864	117	165	4412	4244	3581	47
FBgn0030869	953	1176	2738	2491	2035	381
FBgn0030870	881	1002	2223	2240	2176	352
FBgn0030871	100	145	1432	1448	1270	40
FBgn0030872	1977	2431	1130	1108	1158	791
FBgn0030873	811	884	2069	1904	1911	324
FBgn0030874	142	214	630	724	592	57
FBgn0030877	229	268	2053	1929	1747	91
FBgn0030878	515	552	1456	1062	1074	206
FBgn0030880	67	36	1	2	0	27
FBgn0030881	72	43	33	26	47	29
FBgn0030883	615	554	936	1190	969	246
FBgn0030884	724	617	190	94	197	290
FBgn0030890	1194	1372	2125	2115	1725	478
FBgn0030891	309	392	1256	1141	1078	124
FBgn0030892	987	907	1691	1584	1384	395
FBgn0030894	903	799	2194	2088	1833	361
FBgn0030897	562	703	83	94	82	225
FBgn0030898	201	135	22	27	30	80
FBgn0030899	11	11	13	24	27	4
FBgn0030900	38	27	3	10	14	15
FBgn0030905	295	223	37	51	60	118
FBgn0030912	71	79	161	162	115	28
FBgn0030913	190	179	25	27	27	76
FBgn0030915	185	237	1359	1366	1022	74
FBgn0030918	40	33	16	16	7	16
FBgn0030921	99	61	14	5	32	40
FBgn0030926	326	377	186	111	218	130
FBgn0030927	257	207	93	51	108	103
FBgn0030928	707	513	92	63	120	283
FBgn0030929	843	914	2074	1146	2251	337
FBgn0030930	665	715	2366	2331	1801	266
FBgn0030931	1	8	64	88	52	0
FBgn0030932	1210	1022	12820	12977	10401	484
FBgn0030933	1212	815	193	346	310	485
FBgn0030936	1241	797	217	262	328	497
FBgn0030937	31	15	4	0	9	12
FBgn0030938	22	22	998	1088	860	9
FBgn0030940	103	53	18	67	23	41
FBgn0030941	2377	1932	531	392	527	951
FBgn0030943	164	242	1741	1850	1608	65
FBgn0030944	1102	1222	2298	2445	2298	441
FBgn0030945	569	516	1409	1211	1168	227
FBgn0030946	1047	1110	1977	1789	1704	419
FBgn0030947	30	38	4	2	0	12
FBgn0030949	30	35	10	18	15	12
FBgn0030951	528	314	68	111	121	211
FBgn0030952	346	264	57	72	48	138
FBgn0030954	87	77	18	14	12	35
FBgn0030955	3222	4168	773	555	968	1289
FBgn0030956	324	328	1272	1202	990	129
FBgn0030958	24	29	17	10	10	9
FBgn0030959	444	457	1606	1568	1311	177
FBgn0030960	1910	1773	894	934	842	764
FBgn0030961	114	101	29	17	30	45
FBgn0030963	92	105	1346	1166	1097	37
FBgn0030964	696	670	1046	835	1007	278
FBgn0030966	323	392	1195	1370	1059	129
FBgn0030969	212	250	1716	1668	1441	85
FBgn0030970	81	127	1356	1018	835	32
FBgn0030973	1083	1001	3407	3223	2743	433
FBgn0030974	842	1042	2165	2110	2102	337
FBgn0030975	1776	1110	218	305	308	711
FBgn0030976	1816	1815	991	793	1374	727
FBgn0030979	96	70	34	24	20	38
FBgn0030981	37	51	16	10	14	15
FBgn0030982	112	86	22	22	24	45
FBgn0030985	424	502	187	164	272	169
FBgn0030989	332	199	54	67	66	133
FBgn0030990	1208	1296	3318	3114	2972	483
FBgn0030991	940	774	2366	2314	1818	376
FBgn0030992	51	75	0	8	8	20
FBgn0030993	221	260	910	644	1023	88
FBgn0030995	61	57	178	200	179	24
FBgn0030996	747	786	1695	1665	1359	299
FBgn0030997	642	574	109	76	155	257
FBgn0030999	25606	22330	48687	32417	57917	10242
FBgn0031001	116	93	4	3	3	46
FBgn0031002	1974	1610	568	349	582	789
FBgn0031003	204	298	1776	1760	1426	82
FBgn0031004	147	123	276	186	270	59
FBgn0031005	47	30	7	20	11	19
FBgn0031006	805	864	1854	1798	1592	322
FBgn0031008	727	836	2246	1962	2129	291
FBgn0031011	2399	2339	765	924	910	959
FBgn0031012	967	674	264	130	208	387
FBgn0031016	400	398	723	715	615	160
FBgn0031020	1644	2140	9640	8580	7292	658
FBgn0031021	5208	6228	2390	1885	2226	2083
FBgn0031022	134	123	698	726	665	53
FBgn0031026	87	57	22	22	27	35
FBgn0031030	1689	2047	8131	8122	6444	676
FBgn0031032	4	4	44	31	43	1
FBgn0031033	8	4	16	24	37	3
FBgn0031034	14	27	187	124	307	6
FBgn0031036	328	304	973	995	802	131
FBgn0031037	5870	6236	3795	2952	4195	2348
FBgn0031040	276	393	936	965	934	110
FBgn0031043	647	681	1545	1614	1432	259
FBgn0031044	250	290	1250	1325	1040	100
FBgn0031045	217	179	42	74	46	87
FBgn0031047	1492	1485	3321	3254	3051	597
FBgn0031048	1845	1542	4340	3910	3954	738
FBgn0031049	1569	1499	3495	3435	3114	628
FBgn0031050	642	754	1375	1173	1412	257
FBgn0031051	633	751	2671	2482	1807	253
FBgn0031052	867	827	2409	2252	1812	347
FBgn0031053	204	279	114	112	83	82
FBgn0031054	392	520	1220	1224	1086	157
FBgn0031055	363	340	124	92	162	145
FBgn0031057	2438	2750	6697	5373	5091	975
FBgn0031059	246	228	685	775	743	98
FBgn0031060	349	389	1044	981	940	139
FBgn0031061	823	705	1270	1237	1105	329
FBgn0031062	179	376	1783	1706	1426	72
FBgn0031064	411	404	41	44	58	164
FBgn0031065	232	149	44	34	57	93
FBgn0031066	17362	19469	4560	4299	4510	6945
FBgn0031068	662	532	1256	1281	1266	265
FBgn0031070	196	185	1208	988	765	78
FBgn0031078	409	681	3619	2695	2622	164
FBgn0031081	286	368	168	155	232	114
FBgn0031082	466	331	91	108	124	186
FBgn0031085	1977	1279	264	330	423	791
FBgn0031089	1768	2103	871	615	1345	707
FBgn0031090	1550	1360	2684	2892	2349	620
FBgn0031091	150	81	1421	1428	1026	60
FBgn0031092	841	859	1365	1446	1493	336
FBgn0031093	1320	1226	1876	1942	1831	528
FBgn0031094	379	268	1411	1387	1231	151
FBgn0031097	4980	5743	66	32	73	1992
FBgn0031098	138	205	1038	773	681	55
FBgn0031101	217	124	24	32	45	87
FBgn0031103	880	657	116	189	173	352
FBgn0031104	18	12	4	6	3	7
FBgn0031106	662	621	1446	1437	1495	265
FBgn0031108	1316	1013	284	411	469	527
FBgn0031109	57	61	21	39	47	23
FBgn0031110	283	291	35	40	66	113
FBgn0031114	239	351	1506	1394	1195	95
FBgn0031115	345	383	1177	1078	1090	138
FBgn0031116	211	177	77	75	50	84
FBgn0031118	659	886	1086	1156	902	263
FBgn0031119	430	513	1529	1545	1328	172
FBgn0031126	552	819	3132	3156	2629	221
FBgn0031127	1186	759	194	264	281	474
FBgn0031128	2908	1841	426	553	549	1163
FBgn0031129	4533	2948	688	870	926	1813
FBgn0031130	422	308	73	85	105	169
FBgn0031132	344	225	54	61	80	137
FBgn0031134	681	516	109	114	154	272
FBgn0031139	594	310	91	107	107	237
FBgn0031142	810	594	106	145	109	324
FBgn0031143	884	823	2857	2630	2589	354
FBgn0031144	219	344	1293	1308	1075	88
FBgn0031145	1165	1316	4037	4180	3536	466
FBgn0031148	553	739	4092	3663	3665	221
FBgn0031149	950	1501	3924	3487	3188	380
FBgn0031155	313	240	36	51	87	125
FBgn0031161	1837	2215	936	802	872	735
FBgn0031163	406	308	68	73	72	162
FBgn0031164	273	214	20	55	58	109
FBgn0031168	644	408	89	119	142	258
FBgn0031169	110	97	26	24	21	44
FBgn0031171	616	437	129	136	124	246
FBgn0031174	1130	1061	2083	1811	1714	452
FBgn0031176	3618	3338	8051	6736	10831	1447
FBgn0031182	66	100	351	383	312	26
FBgn0031183	500	447	873	784	746	200
FBgn0031184	82	100	461	415	486	33
FBgn0031187	4482	4659	2006	1754	1728	1793
FBgn0031188	1013	881	2438	2354	2059	405
FBgn0031189	99	198	738	727	518	40
FBgn0031191	673	520	1568	1582	1489	269
FBgn0031194	527	586	2002	1675	1516	211
FBgn0031195	414	428	623	632	572	166
FBgn0031201	191	123	35	31	33	76
FBgn0031208	465	288	76	99	78	186
FBgn0031214	59	46	17	5	10	23
FBgn0031216	529	657	1008	967	815	211
FBgn0031217	210	262	1603	1576	1417	84
FBgn0031224	342	360	1202	1198	1135	137
FBgn0031227	115	121	757	773	653	46
FBgn0031228	5534	5865	1904	2013	2024	2213
FBgn0031229	558	639	2247	2183	1993	223
FBgn0031231	755	724	1935	2058	1611	302
FBgn0031232	226	454	40	34	36	90
FBgn0031233	665	608	1773	1632	1354	266
FBgn0031235	632	408	97	128	135	253
FBgn0031238	176	244	771	768	772	70
FBgn0031239	141	95	30	35	16	56
FBgn0031240	2872	1920	427	544	664	1149
FBgn0031244	496	459	694	670	757	198
FBgn0031248	577	440	318	65	283	231
FBgn0031249	251	206	3477	907	2181	100
FBgn0031251	3271	3513	173	175	250	1308
FBgn0031252	43	67	1805	2060	1518	17
FBgn0031253	487	379	602	601	602	195
FBgn0031256	479	575	2550	2450	2216	192
FBgn0031257	191	172	43	51	53	76
FBgn0031258	435	328	275	258	320	174
FBgn0031260	1712	1376	2783	2487	2576	685
FBgn0031263	117	79	267	298	358	47
FBgn0031264	841	993	79	80	113	336
FBgn0031265	719	613	581	541	536	288
FBgn0031266	477	631	2045	1585	1538	191
FBgn0031267	197	192	1968	2092	1817	79
FBgn0031268	292	352	1587	1614	1342	117
FBgn0031270	77	131	342	387	368	31
FBgn0031275	235	284	73	82	66	94
FBgn0031276	41	27	7	8	15	16
FBgn0031277	38	13	90	202	131	15
FBgn0031279	692	441	95	114	110	277
FBgn0031281	134	120	753	686	612	54
FBgn0031282	95	83	260	246	299	38
FBgn0031284	140	163	467	473	386	56
FBgn0031285	10611	9721	7301	5862	7257	4245
FBgn0031286	163	187	403	447	422	65
FBgn0031287	291	322	955	1077	1027	116
FBgn0031288	84	35	9	27	16	33
FBgn0031289	149	188	21	17	34	60
FBgn0031292	629	328	81	73	74	251
FBgn0031294	7414	8389	2115	1935	2349	2965
FBgn0031295	3164	2042	370	552	626	1266
FBgn0031296	182	139	28	58	45	73
FBgn0031298	1411	1328	1914	1701	1819	564
FBgn0031301	169	125	28	23	40	68
FBgn0031302	57	52	5	4	5	23
FBgn0031305	187	279	621	331	581	75
FBgn0031306	956	843	731	436	712	382
FBgn0031309	117	145	825	837	746	47
FBgn0031310	489	464	1162	1331	1157	195
FBgn0031312	264	332	1017	1201	1116	105
FBgn0031313	13875	14156	1324	886	1411	5550
FBgn0031314	142	137	1382	1131	1112	57
FBgn0031315	156	114	386	461	333	62
FBgn0031317	249	288	1006	933	1007	99
FBgn0031318	698	897	1364	1224	1197	279
FBgn0031319	1206	1061	983	855	888	483
FBgn0031320	272	334	881	913	799	109
FBgn0031321	120	248	731	648	626	48
FBgn0031322	1697	1725	611	493	740	679
FBgn0031323	908	616	94	178	179	363
FBgn0031327	2948	2822	377	196	471	1179
FBgn0031331	114	57	16	34	25	46
FBgn0031332	839	584	120	156	173	336
FBgn0031333	1182	824	158	251	317	473
FBgn0031335	1290	739	147	247	281	516
FBgn0031337	518	358	80	135	109	207
FBgn0031343	1059	705	126	249	202	424
FBgn0031345	505	465	87	111	110	202
FBgn0031347	6018	3990	778	1007	1163	2407
FBgn0031351	82	82	682	820	644	33
FBgn0031356	650	643	1417	1316	1318	260
FBgn0031357	429	397	756	807	789	172
FBgn0031359	1803	2273	1297	1264	1340	721
FBgn0031360	1482	1308	3099	2343	2849	593
FBgn0031361	135	133	576	518	481	54
FBgn0031364	255	139	34	52	59	102
FBgn0031365	120	87	22	28	21	48
FBgn0031367	842	614	147	189	203	337
FBgn0031372	637	390	74	73	101	255
FBgn0031373	27	21	162	67	195	11
FBgn0031374	2908	2348	2337	1808	2180	1163
FBgn0031375	51	55	10	2	4	20
FBgn0031377	270	274	1271	1261	897	108
FBgn0031378	499	317	1006	1091	984	200
FBgn0031388	124	103	24	31	42	49
FBgn0031389	237	229	40	24	34	95
FBgn0031390	707	799	2483	1825	1682	283
FBgn0031391	244	249	1236	1176	1221	97
FBgn0031392	1798	1559	3583	3692	2950	719
FBgn0031393	51	24	1	15	16	20
FBgn0031395	147	141	353	344	314	59
FBgn0031397	350	353	148	156	322	140
FBgn0031398	62	115	1259	1313	1029	25
FBgn0031399	454	394	788	903	688	182
FBgn0031401	1624	1526	1181	1083	1073	650
FBgn0031403	143	110	643	697	495	57
FBgn0031406	567	871	179	58	196	227
FBgn0031407	761	438	116	132	162	304
FBgn0031410	1447	910	213	325	313	579
FBgn0031412	22	23	174	76	182	9
FBgn0031413	144	252	698	716	520	57
FBgn0031414	1094	1106	62	79	64	438
FBgn0031417	4059	3243	362	266	333	1624
FBgn0031418	7720	7754	3607	3112	3308	3088
FBgn0031419	1	5	21	18	27	0
FBgn0031422	31	15	186	237	179	12
FBgn0031423	639	458	56	95	136	256
FBgn0031424	1200	1206	132	134	145	480
FBgn0031426	194	217	26	38	37	77
FBgn0031428	692	518	325	248	341	277
FBgn0031431	134	75	10	43	26	54
FBgn0031434	86	97	2559	2873	2304	34
FBgn0031435	55	59	2866	3218	2498	22
FBgn0031436	5463	5887	1867	1617	2131	2185
FBgn0031437	886	938	1650	1795	1782	354
FBgn0031440	324	250	63	65	47	129
FBgn0031441	52	37	3	11	8	21
FBgn0031442	275	194	52	59	44	110
FBgn0031443	970	484	126	217	178	388
FBgn0031444	274	186	68	32	67	109
FBgn0031449	2020	1670	3082	2455	2718	808
FBgn0031450	1180	991	1976	1763	1692	472
FBgn0031451	885	596	144	168	193	354
FBgn0031452	205	217	1414	1654	1200	82
FBgn0031453	5138	5327	10589	7877	8646	2055
FBgn0031456	240	276	705	668	628	96
FBgn0031458	322	308	1137	1161	946	129
FBgn0031459	1403	1178	3640	3621	3522	561
FBgn0031460	140	125	43	48	38	56
FBgn0031462	2029	1296	312	373	381	812
FBgn0031463	181	133	19	25	37	72
FBgn0031465	52	29	18	6	5	21
FBgn0031466	132	97	4	9	4	53
FBgn0031469	48	16	5	4	8	19
FBgn0031471	61	33	4	3	5	24
FBgn0031473	288	309	132	94	164	115
FBgn0031476	2749	1517	414	425	590	1100
FBgn0031478	1176	1150	2281	1974	2069	471
FBgn0031479	165	178	461	409	370	66
FBgn0031483	715	528	4193	4099	3245	286
FBgn0031484	849	905	1585	1636	1259	340
FBgn0031485	194	270	393	385	407	77
FBgn0031488	230	250	123	124	116	92
FBgn0031489	807	825	2361	1571	2569	323
FBgn0031490	181	176	362	321	544	72
FBgn0031491	458	428	1008	949	841	183
FBgn0031492	311	263	1773	1674	1385	124
FBgn0031493	421	594	2618	2774	2296	168
FBgn0031494	72	57	126	113	110	29
FBgn0031495	395	410	1007	1076	955	158
FBgn0031496	255	236	63	61	61	102
FBgn0031497	1258	1341	4755	4430	4183	503
FBgn0031498	524	398	782	790	758	209
FBgn0031500	492	451	984	871	957	197
FBgn0031501	2265	1535	328	561	534	906
FBgn0031504	613	324	89	145	111	245
FBgn0031505	6370	7487	2280	2417	2752	2548
FBgn0031513	71	17	10	14	17	28
FBgn0031515	331	320	188	114	210	132
FBgn0031516	547	651	481	411	427	219
FBgn0031517	4600	3746	2401	1512	2733	1840
FBgn0031519	37	51	654	675	579	15
FBgn0031520	1434	1080	649	359	726	574
FBgn0031526	1440	937	213	271	279	576
FBgn0031528	414	529	83	95	87	166
FBgn0031529	196	242	670	886	830	78
FBgn0031530	386	340	125	142	147	154
FBgn0031531	647	416	94	119	154	259
FBgn0031535	1510	1451	3571	3494	3033	604
FBgn0031536	435	514	1051	949	908	174
FBgn0031538	1021	847	630	366	552	408
FBgn0031540	74	88	2487	2312	1762	30
FBgn0031542	655	715	84	55	119	262
FBgn0031544	1945	1769	4478	4254	4107	778
FBgn0031545	13659	8821	1911	2361	2863	5464
FBgn0031546	1405	921	179	253	170	562
FBgn0031548	447	458	145	77	178	179
FBgn0031549	83	88	1037	931	757	33
FBgn0031558	427	311	67	43	69	171
FBgn0031559	437	387	8	9	9	175
FBgn0031561	7800	6471	3963	3715	5654	3120
FBgn0031562	228	177	1568	1532	2422	91
FBgn0031563	622	564	125	63	152	249
FBgn0031564	95	117	34	20	29	38
FBgn0031566	858	806	1358	1144	1078	343
FBgn0031568	202	261	29	20	24	81
FBgn0031571	1103	1038	376	233	346	441
FBgn0031573	112	197	839	938	663	45
FBgn0031574	5489	3410	805	856	1025	2195
FBgn0031580	256	241	764	415	778	102
FBgn0031585	2298	1503	328	356	368	919
FBgn0031590	2297	2107	4115	3996	3949	919
FBgn0031592	39	36	7	7	26	15
FBgn0031596	277	171	39	39	31	111
FBgn0031597	102	119	534	651	451	41
FBgn0031598	336	350	1029	1066	952	134
FBgn0031600	271	304	887	956	842	108
FBgn0031601	194	195	481	595	556	77
FBgn0031602	306	316	134	135	157	122
FBgn0031604	254	328	1593	1472	1362	102
FBgn0031606	469	535	1939	1714	1275	187
FBgn0031608	181	226	986	1056	822	72
FBgn0031609	331	285	814	837	694	132
