gene_id	day1_1	day1_2	day1_3	day60_1	day60_2	day60_3
FBgn0050356	504	328	70	119	138	201
FBgn0050357	358	222	83	58	56	143
FBgn0050359	1131	1339	3385	3073	2633	453
FBgn0050361	161	220	45	45	71	64
FBgn0050362	2320	1498	320	405	354	928
FBgn0050369	380	270	40	66	99	152
FBgn0050372	1245	1432	2047	1898	1639	498
FBgn0050373	706	801	509	510	575	282
FBgn0050375	16	16	11	3	4	6
FBgn0050376	7178	4408	936	1336	1457	2871
FBgn0050377	121	167	1428	1444	1199	48
FBgn0050378	1778	1096	249	308	290	711
FBgn0050380	109	133	5	4	10	43
FBgn0050381	46	63	355	366	269	18
FBgn0050383	20	23	8	17	8	8
FBgn0050384	700	372	77	76	113	280
FBgn0050385	117	75	12	21	13	47
FBgn0050389	1119	1276	3123	2687	2131	448
FBgn0050390	179	147	691	692	673	71
FBgn0050391	385	246	65	82	70	154
FBgn0050392	697	696	1879	1449	1617	279
FBgn0050393	912	600	155	162	154	365
FBgn0050394	367	462	611	546	609	147
FBgn0050395	664	189	143	119	303	266
FBgn0050398	353	290	46	65	95	141
FBgn0050401	36	18	10	17	22	14
FBgn0050403	56	87	317	336	254	22
FBgn0050410	1691	1859	3106	3130	3268	676
FBgn0050411	206	274	166	132	197	82
FBgn0050412	1819	1175	200	315	371	728
FBgn0050414	80	75	101	131	126	32
FBgn0050416	505	350	87	98	69	202
FBgn0050417	58	25	9	10	11	23
FBgn0050418	212	171	80	74	78	85
FBgn0050419	143	150	14	6	13	57
FBgn0050423	1541	1469	2121	2274	2559	616
FBgn0050429	605	404	73	114	129	242
FBgn0050430	2857	1833	451	599	736	1143
FBgn0050432	212	172	47	31	36	85
FBgn0050438	1035	576	301	218	441	414
FBgn0050440	252	432	1163	1069	843	101
FBgn0050443	555	512	917	819	780	222
FBgn0050446	69	72	42	7	19	28
FBgn0050447	252	169	26	50	54	101
FBgn0050456	1100	1042	745	444	903	440
FBgn0050460	2401	1624	659	496	678	960
FBgn0050463	1987	1713	1417	1468	1219	795
FBgn0050467	112	156	860	869	762	45
FBgn0050472	110	76	16	26	19	44
FBgn0050476	236	244	600	640	529	94
FBgn0050484	66	52	20	13	6	26
FBgn0050485	300	201	41	41	55	120
FBgn0050487	1053	685	145	240	197	421
FBgn0050488	272	161	105	69	173	109
FBgn0050493	477	558	733	709	690	191
FBgn0050496	427	285	621	544	588	171
FBgn0050499	1733	1572	5052	4791	4853	693
FBgn0051005	1807	1950	705	662	586	723
FBgn0051007	2065	1329	239	403	479	826
FBgn0051008	900	590	120	220	203	360
FBgn0051010	1093	729	204	207	207	437
FBgn0051013	230	133	68	58	61	92
FBgn0051015	5	21	61	34	50	2
FBgn0051019	37	47	13	19	31	15
FBgn0051021	369	138	71	91	172	148
FBgn0051025	9990	5850	1285	1761	1975	3996
FBgn0051028	159	145	28	22	48	64
FBgn0051029	8795	5710	1054	1426	1460	3518
FBgn0051030	754	682	139	101	181	302
FBgn0051036	251	286	24	34	43	100
FBgn0051038	2232	2283	839	653	954	893
FBgn0051040	386	410	836	713	828	154
FBgn0051041	82	69	647	291	590	33
FBgn0051044	54	71	151	170	137	22
FBgn0051050	310	218	37	45	83	124
FBgn0051051	66	61	16	25	20	26
FBgn0051053	37	45	241	213	166	15
FBgn0051055	1156	754	141	169	178	463
FBgn0051068	478	290	88	78	65	191
FBgn0051072	669	582	1836	1284	1688	268
FBgn0051075	868	690	2481	2334	2337	347
FBgn0051077	589	594	2033	629	1633	236
FBgn0051087	262	281	192	125	216	105
FBgn0051089	10	10	28	27	16	4
FBgn0051091	4	16	136	57	88	1
FBgn0051092	2992	2882	5445	4096	4029	1197
FBgn0051093	313	177	51	74	68	125
FBgn0051099	871	520	117	134	191	348
FBgn0051100	1230	1063	299	252	438	492
FBgn0051103	307	392	184	121	257	123
FBgn0051104	1103	969	175	148	160	441
FBgn0051105	2239	1703	66	49	127	895
FBgn0051106	758	1037	2156	979	2770	303
FBgn0051108	1183	951	2217	2066	1755	473
FBgn0051109	246	226	1178	1362	1024	98
FBgn0051111	52	60	498	460	439	21
FBgn0051115	825	552	126	150	157	330
FBgn0051116	2956	2686	677	589	911	1183
FBgn0051118	313	353	113	94	144	125
FBgn0051121	438	516	71	84	112	175
FBgn0051122	512	522	1206	1200	990	205
FBgn0051125	67	70	33	43	24	27
FBgn0051126	380	359	612	609	605	152
FBgn0051128	740	631	141	109	140	296
FBgn0051133	99	97	461	419	446	39
FBgn0051139	737	440	78	157	155	295
FBgn0051140	458	528	104	54	79	183
FBgn0051141	862	560	149	215	186	345
FBgn0051145	2120	2110	723	563	740	848
FBgn0051146	222	305	83	48	88	89
FBgn0051148	47	107	130	109	153	19
FBgn0051151	1133	1455	3025	2694	2359	453
FBgn0051155	184	223	892	1066	841	73
FBgn0051156	224	290	636	573	587	90
FBgn0051159	209	229	443	459	427	84
FBgn0051161	1671	1046	265	384	473	668
FBgn0051163	272	294	2834	2545	1975	109
FBgn0051174	418	326	82	99	76	167
FBgn0051176	464	454	63	62	48	186
FBgn0051183	678	859	230	188	193	271
FBgn0051184	141	107	679	898	767	56
FBgn0051189	682	676	65	54	116	273
FBgn0051191	76	72	12	7	19	30
FBgn0051195	542	649	2265	2115	1871	217
FBgn0051199	2008	1514	511	338	647	803
FBgn0051200	2931	2341	580	387	703	1172
FBgn0051204	1877	1244	246	308	381	751
FBgn0051205	1423	1292	893	493	1127	569
FBgn0051206	1671	1057	232	313	386	668
FBgn0051207	1163	1071	263	190	314	465
FBgn0051211	2315	2336	1698	1537	1882	926
FBgn0051213	332	155	44	46	39	133
FBgn0051217	2885	2037	1051	716	981	1154
FBgn0051221	1583	1721	435	330	450	633
FBgn0051223	119	95	526	509	425	47
FBgn0051224	1749	1622	2625	2522	1915	700
FBgn0051226	5213	3229	798	1103	1437	2085
FBgn0051230	217	152	50	48	46	87
FBgn0051231	1539	906	245	262	334	616
FBgn0051244	1373	931	180	255	322	549
FBgn0051245	1148	725	147	216	208	459
FBgn0051248	775	777	126	71	150	310
FBgn0051249	246	272	1268	1241	1069	98
FBgn0051251	52	31	415	492	472	21
FBgn0051259	89	97	75	22	37	35
FBgn0051262	25	71	540	611	419	10
FBgn0051265	49	67	155	62	145	19
FBgn0051272	292	171	756	455	1189	117
FBgn0051274	31	17	8	7	14	12
FBgn0051278	69	75	175	196	198	27
FBgn0051279	103	101	60	61	54	41
FBgn0051281	3048	1792	397	486	505	1219
FBgn0051286	540	317	69	78	95	216
FBgn0051287	1011	571	156	176	178	404
FBgn0051288	1218	1096	686	427	958	487
FBgn0051294	854	590	118	117	141	342
FBgn0051296	94	51	19	19	31	37
FBgn0051300	527	438	269	185	248	211
FBgn0051301	776	997	2856	2861	2410	310
FBgn0051313	4920	4816	1605	1095	1974	1968
FBgn0051321	304	316	47	39	64	122
FBgn0051323	297	320	107	97	143	119
FBgn0051324	625	667	162	118	171	250
FBgn0051326	2071	1342	1394	916	1607	828
FBgn0051327	1472	807	206	220	273	589
FBgn0051342	505	604	3108	2917	2155	202
FBgn0051343	927	1166	3118	1414	2810	371
FBgn0051344	384	452	929	1012	805	154
FBgn0051345	359	285	16	20	29	144
FBgn0051347	855	568	165	156	192	342
FBgn0051352	1911	1735	906	775	1085	764
FBgn0051354	1756	978	62	11	48	703
FBgn0051360	420	358	575	559	569	168
FBgn0051361	2819	1979	409	463	568	1128
FBgn0051363	5507	4328	7861	8215	6222	2203
FBgn0051365	209	237	1930	2020	1660	84
FBgn0051368	202	214	873	830	740	81
FBgn0051370	266	224	157	116	177	106
FBgn0051373	2298	1761	976	632	1185	919
FBgn0051374	2229	2473	471	361	531	891
FBgn0051388	117	124	282	261	238	47
FBgn0051390	306	418	1072	1094	1014	122
FBgn0051391	935	567	152	119	145	374
FBgn0051404	605	351	98	100	108	242
FBgn0051406	490	284	52	91	81	196
FBgn0051407	2255	1375	255	395	449	902
FBgn0051415	907	608	133	172	221	363
FBgn0051418	214	99	61	51	138	86
FBgn0051419	163	101	60	57	96	65
FBgn0051427	56	37	3	12	9	22
FBgn0051431	524	455	149	121	192	210
FBgn0051436	791	753	238	148	255	316
FBgn0051441	121	115	374	432	352	48
FBgn0051445	1247	903	350	273	387	499
FBgn0051446	281	365	144	57	161	112
FBgn0051450	499	496	2033	2256	1944	200
FBgn0051451	1048	1082	164	207	231	419
FBgn0051453	218	231	2618	2774	2091	87
FBgn0051457	99	167	1345	1455	1161	39
FBgn0051459	1419	814	217	236	263	568
FBgn0051463	16	24	128	85	138	6
FBgn0051467	292	159	61	77	79	117
FBgn0051469	21	29	168	137	201	8
FBgn0051472	1156	1134	2064	1969	1941	462
FBgn0051473	1623	955	215	381	363	649
FBgn0051475	1243	843	21	24	34	497
FBgn0051477	82	57	18	27	13	33
FBgn0051481	62	65	4	10	2	25
FBgn0051482	872	475	115	153	148	349
FBgn0051493	205	112	40	49	84	82
FBgn0051495	99	91	431	403	329	40
FBgn0051496	52	25	64	46	226	21
FBgn0051501	231	187	42	46	60	92
FBgn0051510	374	450	654	589	560	150
FBgn0051515	114	62	25	31	57	45
FBgn0051522	7118	6798	1736	1584	1825	2847
FBgn0051523	6132	6030	8826	6843	10921	2453
FBgn0051525	380	195	52	72	108	152
FBgn0051526	121	79	17	20	32	48
FBgn0051528	767	478	131	142	145	307
FBgn0051533	1317	845	166	227	254	527
FBgn0051538	14686	8967	1987	2665	2676	5874
FBgn0051546	1771	1133	234	368	397	708
FBgn0051548	908	999	1413	1233	1352	363
FBgn0051549	960	1009	3188	3101	3372	384
FBgn0051551	34	21	10	7	11	13
FBgn0051559	14	13	2	7	4	5
FBgn0051601	632	360	110	129	132	253
FBgn0051606	142	167	9	6	4	57
FBgn0051609	107	71	16	15	23	43
FBgn0051612	29	27	108	105	106	12
FBgn0051619	1063	963	369	313	498	425
FBgn0051624	529	292	81	114	93	211
FBgn0051627	453	314	73	86	97	181
FBgn0051632	68	90	62	26	55	27
FBgn0051633	327	262	582	556	532	131
FBgn0051635	5687	4580	1894	1746	1524	2275
FBgn0051636	223	315	58	43	70	89
FBgn0051637	1644	1761	1364	1233	1235	658
FBgn0051638	313	376	889	953	747	125
FBgn0051639	4158	2630	624	847	888	1663
FBgn0051642	277	166	53	47	52	111
FBgn0051643	113	155	765	573	466	45
FBgn0051644	495	340	87	106	128	198
FBgn0051646	133	114	14	16	22	53
FBgn0051648	204	203	631	586	548	82
FBgn0051658	32	17	473	494	434	13
FBgn0051660	237	245	53	56	84	95
FBgn0051663	1018	948	721	377	840	407
FBgn0051665	847	784	139	101	124	339
FBgn0051673	665	713	1656	1459	1605	266
FBgn0051674	310	317	216	223	247	124
FBgn0051676	757	772	318	284	471	303
FBgn0051677	99	93	19	23	15	40
FBgn0051678	2177	2024	1209	1160	982	871
FBgn0051679	843	518	131	166	169	337
FBgn0051680	157	107	57	54	103	63
FBgn0051682	789	435	110	135	197	316
FBgn0051690	144	210	37	37	65	58
FBgn0051693	843	393	113	143	160	337
FBgn0051694	5060	4620	4284	3600	3565	2024
FBgn0051697	609	434	107	149	198	244
FBgn0051702	61	38	15	8	19	24
FBgn0051703	129	54	13	10	17	51
FBgn0051706	246	273	129	134	184	98
FBgn0051708	120	143	12	29	36	48
FBgn0051709	3226	2031	502	608	573	1291
FBgn0051710	289	466	201	148	211	115
FBgn0051712	792	845	621	622	636	317
FBgn0051715	464	539	1809	1919	1790	186
FBgn0051716	3469	3261	5570	4906	4494	1388
FBgn0051717	1415	1255	1126	955	910	566
FBgn0051719	1658	1840	219	196	280	663
FBgn0051721	190	250	85	74	66	76
FBgn0051730	428	253	66	92	76	171
FBgn0051735	947	556	128	140	101	379
FBgn0051739	534	674	2636	2253	1900	214
FBgn0051740	11153	6826	1573	2325	2883	4461
FBgn0051742	415	360	78	91	117	166
FBgn0051752	138	60	18	10	19	55
FBgn0051755	63	81	755	872	652	25
FBgn0051759	145	131	432	367	307	58
FBgn0051760	423	373	63	42	50	169
FBgn0051769	2428	2271	1042	508	1171	971
FBgn0051773	1556	1040	229	321	307	622
FBgn0051774	80	73	0	9	13	32
FBgn0051776	87	73	25	24	10	35
FBgn0051778	551	552	230	125	214	220
FBgn0051779	580	238	55	75	62	232
FBgn0051781	14391	15421	3267	3177	4430	5757
FBgn0051784	1009	642	120	121	153	404
FBgn0051787	830	494	137	140	162	332
FBgn0051788	1466	929	217	263	288	587
FBgn0051792	72	27	30	15	34	29
FBgn0051793	520	526	752	671	865	208
FBgn0051797	437	315	64	85	70	175
FBgn0051798	961	625	157	192	214	384
FBgn0051802	887	550	126	119	154	355
FBgn0051803	553	430	100	115	111	221
FBgn0051804	825	538	118	155	141	330
FBgn0051805	424	248	93	77	64	170
FBgn0051806	893	558	106	176	236	357
FBgn0051809	2	9	33	56	94	1
FBgn0051810	8	16	65	58	57	3
FBgn0051814	121	143	45	55	49	48
FBgn0051815	246	151	40	58	58	98
FBgn0051816	832	468	89	154	198	333
FBgn0051820	3908	2305	493	743	651	1563
FBgn0051826	444	294	65	59	114	178
FBgn0051832	0	1	15	13	27	0
FBgn0051835	48	48	13	6	11	19
FBgn0051845	16	25	6	3	12	6
FBgn0051848	87	57	10	23	8	35
FBgn0051849	82	97	525	535	425	33
FBgn0051851	151	139	17	29	52	60
FBgn0051852	430	396	1508	1509	1254	172
FBgn0051855	287	294	1092	962	739	115
FBgn0051858	532	410	82	100	90	213
FBgn0051860	420	272	58	57	66	168
FBgn0051861	540	382	70	103	105	216
FBgn0051862	481	380	1	0	0	192
FBgn0051864	36	94	315	277	200	14
FBgn0051865	19	18	76	61	50	8
FBgn0051866	51	53	126	85	115	20
FBgn0051867	392	252	44	69	53	157
FBgn0051869	499	532	282	175	270	199
FBgn0051870	2269	1298	265	426	464	907
FBgn0051871	52	52	9	14	17	21
FBgn0051874	938	650	161	203	233	375
FBgn0051875	142	133	397	449	373	57
FBgn0051882	1028	631	131	164	213	411
FBgn0051898	15	17	600	688	457	6
FBgn0051901	294	265	871	379	895	117
FBgn0051902	146	87	15	18	42	58
FBgn0051907	1688	991	229	297	281	675
FBgn0051908	1516	1635	3105	2814	2440	607
FBgn0051909	738	432	90	144	138	295
FBgn0051910	672	466	93	137	153	269
FBgn0051913	1128	762	202	237	276	451
FBgn0051915	173	204	436	520	393	69
FBgn0051921	2522	1463	345	415	454	1009
FBgn0051922	16	11	28	34	28	6
FBgn0051924	384	240	45	102	78	153
FBgn0051928	1	0	48	44	109	0
FBgn0051933	139	111	39	43	46	55
FBgn0051948	5691	3798	843	880	1027	2276
FBgn0051949	782	458	93	142	138	313
FBgn0051952	1005	641	142	188	255	402
FBgn0051954	15	24	4	2	11	6
FBgn0051956	835	484	248	141	315	334
FBgn0051957	211	192	1078	1154	1013	84
FBgn0051958	67	13	14	8	6	27
FBgn0051960	141	77	36	20	27	56
FBgn0051961	286	279	941	1044	810	114
FBgn0051973	6809	6521	66	100	145	2724
FBgn0051988	6232	3870	786	1202	1244	2493
FBgn0051989	146	170	424	381	346	58
FBgn0051992	4920	6112	9284	8437	7230	1968
FBgn0051997	1108	1322	637	499	868	443
FBgn0051998	1080	1272	1895	1813	1593	432
FBgn0051999	1461	1389	802	596	821	585
FBgn0052000	3266	4035	2613	2418	2443	1307
FBgn0052006	165	127	23	33	15	66
FBgn0052017	823	868	239	302	306	329
FBgn0052022	410	336	995	873	1021	164
FBgn0052023	1200	937	480	319	792	480
FBgn0052024	597	338	207	135	289	239
FBgn0052026	2119	1312	274	310	348	848
FBgn0052027	10	25	396	371	243	4
FBgn0052029	57	89	265	206	318	23
FBgn0052053	33	45	87	86	83	13
FBgn0052056	1325	1302	2438	1926	2322	530
FBgn0052057	282	238	40	43	43	113
FBgn0052061	818	484	88	122	158	327
FBgn0052062	1489	1524	735	639	686	596
FBgn0052064	19761	12776	2587	3290	3636	7905
FBgn0052066	1491	1322	2231	2290	1934	597
FBgn0052068	414	456	1387	1163	1418	166
FBgn0052069	114	100	367	364	337	45
FBgn0052072	521	266	50	17	43	208
FBgn0052073	57	20	9	11	7	23
FBgn0052075	166	197	921	878	778	66
FBgn0052076	146	186	907	946	813	58
FBgn0052081	2556	1513	356	444	630	1022
FBgn0052082	1468	1568	285	198	356	587
FBgn0052085	753	718	90	77	90	301
FBgn0052086	703	396	96	110	93	281
FBgn0052087	383	211	48	52	74	153
FBgn0052091	2564	1593	403	232	489	1026
FBgn0052095	131	121	1143	1069	770	52
FBgn0052100	212	209	546	543	406	85
FBgn0052103	5491	3994	3769	3234	3230	2196
FBgn0052104	132	117	603	554	431	53
FBgn0052105	39	34	11	3	26	16
FBgn0052106	501	318	87	70	71	200
FBgn0052107	10	21	33	27	56	4
FBgn0052109	226	254	614	498	610	90
FBgn0052110	172	107	35	44	45	69
FBgn0052111	76	83	16	12	12	30
FBgn0052112	1077	928	675	663	700	431
FBgn0052117	638	383	80	126	121	255
FBgn0052119	3094	1886	493	580	675	1238
FBgn0052121	525	487	63	49	71	210
FBgn0052133	223	257	1318	1357	1007	89
FBgn0052137	1503	1301	778	626	828	601
FBgn0052141	1196	635	162	198	196	478
FBgn0052150	60	37	7	4	7	24
FBgn0052161	946	637	137	182	192	378
FBgn0052170	2675	2623	253	188	314	1070
FBgn0052176	266	277	1347	1497	1166	106
FBgn0052181	1568	985	200	271	265	627
FBgn0052183	236	202	22	29	53	94
FBgn0052185	0	2	119	72	153	0
FBgn0052187	58	48	16	17	8	23
FBgn0052190	2160	1819	3530	2663	3443	864
FBgn0052191	284	180	75	74	93	114
FBgn0052192	3536	2121	474	541	563	1414
FBgn0052194	32	53	18	15	10	13
FBgn0052195	359	331	589	374	724	144
FBgn0052196	211	175	110	110	137	84
FBgn0052198	2	7	14	12	26	1
FBgn0052202	61	97	566	763	578	24
FBgn0052204	162	166	25	24	31	65
FBgn0052205	103	62	385	466	424	41
FBgn0052206	261	182	10	22	14	104
FBgn0052207	308	342	1240	1586	1264	123
FBgn0052219	258	159	18	51	52	103
FBgn0052220	117	138	48	59	59	47
FBgn0052225	450	362	76	67	40	180
FBgn0052226	261	301	548	533	492	104
FBgn0052227	79	103	34	15	19	32
FBgn0052228	119	51	13	13	10	48
FBgn0052230	11048	11127	3459	3526	3950	4419
FBgn0052232	149	97	27	22	19	59
FBgn0052238	1090	711	146	175	156	436
FBgn0052240	1301	927	220	273	307	520
FBgn0052243	407	410	1902	1971	1361	163
FBgn0052250	1140	1066	2600	2761	2672	456
FBgn0052251	125	180	1190	1152	927	50
FBgn0052252	84	47	5	16	15	34
FBgn0052259	122	109	58	62	75	49
FBgn0052262	915	595	464	474	444	366
FBgn0052263	145	75	28	43	26	58
FBgn0052264	2417	2296	2021	1868	1734	967
FBgn0052266	429	247	4	0	2	171
FBgn0052267	837	702	1229	1415	1282	335
FBgn0052271	64	59	10	4	19	26
FBgn0052277	536	541	212	101	239	214
FBgn0052280	1484	1492	568	389	726	594
FBgn0052281	150	103	242	237	234	60
FBgn0052282	806	840	240	194	241	322
FBgn0052301	161	101	35	21	24	64
FBgn0052302	53	67	315	250	275	21
FBgn0052305	221	98	45	31	26	88
FBgn0052311	3514	3875	1137	901	1349	1406
FBgn0052313	565	433	104	109	135	226
FBgn0052319	354	283	44	39	53	142
FBgn0052320	54	34	9	8	7	21
FBgn0052333	316	384	34	48	61	126
FBgn0052343	211	217	1132	1148	958	84
FBgn0052344	435	496	1654	1898	1496	174
FBgn0052350	325	298	1879	2093	1620	130
FBgn0052351	13757	9015	2043	2689	2785	5503
FBgn0052354	192	284	49	49	66	77
FBgn0052365	197	169	861	1032	794	79
FBgn0052369	783	917	367	250	337	313
FBgn0052371	3329	2077	488	585	674	1332
FBgn0052373	46	67	282	298	228	18
FBgn0052392	1410	1010	243	315	274	564
FBgn0052396	1191	888	157	236	288	476
FBgn0052406	146	137	14	21	25	58
FBgn0052407	388	455	134	89	159	155
FBgn0052409	372	428	1663	1728	1544	149
FBgn0052412	1579	1276	3282	3239	2907	632
FBgn0052418	167	222	657	738	567	67
FBgn0052425	2595	2838	5202	4699	4802	1038
FBgn0052428	1390	1493	2945	2847	2619	556
FBgn0052432	663	725	81	103	88	265
FBgn0052436	6426	3694	909	923	1041	2570
FBgn0052437	1711	1011	209	244	330	684
FBgn0052438	347	343	2021	1748	1415	139
FBgn0052440	867	552	130	196	179	347
FBgn0052441	992	953	1930	1838	1882	397
FBgn0052442	45	53	90	113	114	18
FBgn0052445	3408	2062	442	678	692	1363
FBgn0052446	1109	1159	1862	2154	1814	444
FBgn0052447	41	38	3	3	5	16
FBgn0052448	234	213	85	99	109	93
FBgn0052450	1508	858	194	270	296	603
FBgn0052451	4565	4324	3535	3071	2719	1826
FBgn0052452	92	98	1203	1208	925	37
FBgn0052457	280	237	25	33	72	112
FBgn0052459	1686	1179	251	333	391	675
FBgn0052461	309	209	29	74	33	123
FBgn0052463	228	103	34	32	29	91
FBgn0052473	2234	2440	5309	4488	4398	893
FBgn0052479	2063	1886	4003	4054	3113	825
FBgn0052483	37	54	109	81	135	15
FBgn0052484	680	807	2213	1722	1613	272
FBgn0052487	287	189	50	54	57	115
FBgn0052488	369	226	52	81	81	147
FBgn0052499	1461	1448	2	0	7	585
FBgn0052506	276	246	157	118	164	110
FBgn0052512	993	929	1616	1394	1296	397
FBgn0052521	5620	4498	3336	2720	3500	2248
FBgn0052528	1329	1380	2547	2392	2251	532
FBgn0052533	417	370	884	743	671	167
FBgn0052536	4	14	156	83	75	1
FBgn0052537	175	217	913	800	724	70
FBgn0052544	98	73	45	38	60	39
FBgn0052547	89	99	33	22	31	35
FBgn0052548	3792	2743	529	813	754	1517
FBgn0052549	4265	5023	2779	2108	2790	1706
FBgn0052551	46	51	12	12	22	18
FBgn0052557	41	68	170	109	232	16
FBgn0052568	242	128	21	21	30	97
FBgn0052572	1023	700	188	203	181	409
FBgn0052574	331	223	53	57	52	132
FBgn0052576	222	185	310	353	417	89
FBgn0052579	416	406	891	1014	788	166
FBgn0052580	107	54	38	42	44	43
FBgn0052581	37	29	47	376	113	15
FBgn0052582	227	153	76	117	108	91
FBgn0052588	157	128	18	29	26	63
FBgn0052590	65	73	375	346	328	26
FBgn0052591	1571	1050	237	317	289	628
FBgn0052600	188	189	81	58	69	75
FBgn0052601	23	25	0	3	8	9
FBgn0052602	0	3	278	123	261	0
FBgn0052625	34	54	314	352	261	14
FBgn0052626	7069	8037	3562	2480	3506	2828
FBgn0052638	748	591	1028	858	1057	299
FBgn0052639	21	13	12	8	8	8
FBgn0052640	103	101	297	309	284	41
FBgn0052641	49	55	191	220	132	20
FBgn0052643	364	196	47	63	86	145
FBgn0052645	73	54	14	26	12	29
FBgn0052647	1219	1597	537	398	504	488
FBgn0052650	714	451	102	138	229	286
FBgn0052651	629	366	80	90	105	252
FBgn0052652	4379	2800	664	894	902	1751
FBgn0052654	1069	1166	2613	2129	1895	428
FBgn0052655	1604	921	262	280	401	642
FBgn0052656	2179	1959	8441	4940	8323	872
FBgn0052657	1281	824	162	253	300	513
FBgn0052669	146	163	324	170	423	58
FBgn0052670	58	41	12	20	19	23
FBgn0052672	11000	10016	7466	5323	7293	4400
FBgn0052673	14	11	4	1	3	6
FBgn0052676	1403	1221	3002	2690	2450	561
FBgn0052677	301	320	86	44	75	120
FBgn0052681	255	137	57	24	22	102
FBgn0052683	72	105	20	8	10	29
FBgn0052685	914	1139	1850	1624	1510	366
FBgn0052686	1038	674	165	165	172	415
FBgn0052690	2485	1645	275	442	386	994
FBgn0052694	1183	1171	477	339	599	473
FBgn0052699	897	1133	2161	1852	1620	359
FBgn0052702	737	695	315	261	326	295
FBgn0052703	1550	986	209	287	220	620
FBgn0052706	59	63	15	39	35	23
FBgn0052707	131	157	1300	1317	1078	52
FBgn0052708	186	199	671	536	538	74
FBgn0052712	14	22	10	6	12	5
FBgn0052713	499	321	59	115	78	199
FBgn0052718	272	168	50	49	40	109
FBgn0052719	454	309	55	52	78	181
FBgn0052720	250	145	36	41	36	100
FBgn0052726	21	20	25	87	77	8
FBgn0052732	256	307	929	1133	811	102
FBgn0052745	28	22	12	13	20	11
FBgn0052750	35	61	132	47	120	14
FBgn0052755	106	80	24	37	39	42
FBgn0052756	201	151	445	523	424	80
FBgn0052758	804	853	1369	1408	1211	322
FBgn0052767	650	657	2075	2203	1626	260
FBgn0052772	1105	1288	2192	2231	1680	442
FBgn0052774	84	73	32	27	28	33
FBgn0052783	144	83	38	43	38	57
FBgn0052786	102	67	25	33	31	41
FBgn0052803	188	137	418	409	405	75
FBgn0052806	419	250	67	62	87	168
FBgn0052808	254	229	62	63	88	101
FBgn0052811	84	41	10	23	15	34
FBgn0052813	819	853	436	332	393	328
FBgn0052815	199	236	72	31	87	80
FBgn0052816	393	310	174	67	143	157
FBgn0052819	96	65	18	14	17	38
FBgn0052820	317	196	22	58	34	127
FBgn0052823	36	31	11	10	24	14
FBgn0052831	237	250	1429	1757	1321	95
FBgn0052832	1269	889	145	220	284	508
FBgn0052834	542	667	400	199	523	217
FBgn0052835	512	326	105	83	77	205
FBgn0052843	784	769	533	322	646	314
FBgn0052845	184	156	17	19	35	73
FBgn0052846	489	301	68	100	87	195
FBgn0052847	592	418	82	142	129	237
FBgn0052850	460	581	374	328	395	184
FBgn0052856	96	81	267	263	237	38
FBgn0052857	28	31	48	49	53	11
FBgn0052865	362	677	23	6	27	145
FBgn0052944	430	308	86	90	119	172
FBgn0052945	299	217	66	53	68	119
FBgn0052971	116	84	17	36	26	46
FBgn0052982	6350	3387	294	233	458	2540
FBgn0053002	906	1172	1504	1505	1409	362
FBgn0053012	46	38	9	17	12	18
FBgn0053013	20	17	0	4	5	8
FBgn0053017	1371	776	176	166	157	548
FBgn0053052	187	235	1136	1097	1013	75
FBgn0053054	431	338	106	122	103	172
FBgn0053060	457	222	70	69	57	183
FBgn0053061	247	111	27	49	44	99
FBgn0053062	32	14	137	100	142	13
FBgn0053080	1426	1456	910	543	920	570
FBgn0053082	52	47	31	30	33	21
FBgn0053087	2335	1974	1057	933	867	934
FBgn0053093	156	119	7	7	10	62
FBgn0053094	2177	2094	3339	3053	2985	871
FBgn0053098	1265	1467	42	26	59	506
FBgn0053107	120	103	630	729	602	48
FBgn0053109	6	9	2304	1382	3088	2
FBgn0053110	3750	3015	722	384	749	1500
FBgn0053111	521	591	361	323	351	208
FBgn0053113	9043	10362	7272	6159	7020	3617
FBgn0053116	290	297	1936	1870	1495	116
FBgn0053125	951	512	113	117	143	380
FBgn0053126	4858	5277	2520	1832	3531	1943
FBgn0053129	2217	2115	8789	9104	7638	887
FBgn0053136	1065	705	142	191	220	426
FBgn0053137	18	7	6	2	12	7
FBgn0053138	10468	9899	5070	4488	4349	4187
FBgn0053140	459	349	74	79	79	183
FBgn0053143	206	260	124	116	164	82
FBgn0053144	4830	4149	1223	1043	1280	1932
FBgn0053145	276	285	1119	1210	907	110
FBgn0053147	577	602	91	114	135	231
FBgn0053156	347	466	5196	4912	4068	139
FBgn0053158	349	257	1081	1037	934	140
FBgn0053170	1981	1801	719	777	773	792
FBgn0053172	65	90	854	863	714	26
FBgn0053177	29	48	7	11	13	11
FBgn0053179	154	170	54	24	53	61
FBgn0053180	1061	919	1634	1428	1384	424
FBgn0053181	825	905	2553	2715	2075	330
FBgn0053182	53	39	170	141	114	21
FBgn0053189	1306	789	146	238	303	522
FBgn0053191	748	504	105	147	130	299
FBgn0053193	493	630	1462	1305	1118	197
FBgn0053196	2175	2734	248	164	283	870
FBgn0053198	109	111	410	399	381	44
FBgn0053199	66	80	9	14	25	26
FBgn0053200	50	34	16	14	13	20
FBgn0053202	206	209	26	23	49	82
FBgn0053203	811	677	66	87	131	324
FBgn0053207	153	122	31	17	31	61
FBgn0053208	5065	5571	2363	2000	2160	2026
FBgn0053213	117	64	1030	993	746	47
