gene_id	6mo_1	6mo_2	6mo_3	28mo_1	28mo_2	28mo_3
ENSRNOG00000043854	0	0	0	0	0	0
ENSRNOG00000043856	0	0	0	0	0	0
ENSRNOG00000043857	0	0	0	0	0	0
ENSRNOG00000043858	0	0	0	0	0	0
ENSRNOG00000043859	0	0	0	0	0	0
ENSRNOG00000043860	0	0	0	0	0	0
ENSRNOG00000043861	0	0	0	0	0	0
ENSRNOG00000043862	0	0	0	0	0	0
ENSRNOG00000043863	0	0	0	0	0	0
ENSRNOG00000043864	0	0	0	0	0	0
ENSRNOG00000043865	0	0	0	0	0	0
ENSRNOG00000043866	4305619	3066629	4339815	4534069	2865488	3611628
ENSRNOG00000043867	0	0	0	0	0	0
ENSRNOG00000043868	0	0	0	0	0	0
ENSRNOG00000043869	5	0	4	0	1	2
ENSRNOG00000043870	16	5	5	18	7	1
ENSRNOG00000043871	0	0	0	0	0	0
ENSRNOG00000043872	0	0	0	0	0	0
ENSRNOG00000043873	0	0	0	0	0	0
ENSRNOG00000043874	0	0	1	0	0	1
ENSRNOG00000043875	0	0	0	0	0	0
ENSRNOG00000043876	0	0	0	0	0	0
ENSRNOG00000043877	0	0	0	0	0	0
ENSRNOG00000043878	0	0	0	0	0	0
ENSRNOG00000043879	0	0	0	0	0	0
ENSRNOG00000043880	0	0	0	0	0	0
ENSRNOG00000043881	0	0	1	0	0	0
ENSRNOG00000043882	0	0	0	0	0	0
ENSRNOG00000043883	0	0	0	0	0	0
ENSRNOG00000043884	0	0	0	0	0	0
ENSRNOG00000043885	0	0	0	0	0	0
ENSRNOG00000043886	1	0	3	2	0	1
ENSRNOG00000043887	0	0	0	0	0	0
ENSRNOG00000043888	322	464	238	247	733	320
ENSRNOG00000043889	0	0	0	0	0	0
ENSRNOG00000043890	0	0	0	0	0	0
ENSRNOG00000043891	4	0	1	0	0	1
ENSRNOG00000043892	0	0	0	0	0	0
ENSRNOG00000043893	2	0	0	0	0	0
ENSRNOG00000043894	4	1	0	0	0	1
ENSRNOG00000043895	0	0	0	0	0	0
ENSRNOG00000043896	0	0	0	0	0	0
ENSRNOG00000043897	1	5	5	1	2	2
ENSRNOG00000043898	6	7	4	7	2	5
ENSRNOG00000043899	0	0	0	0	0	0
ENSRNOG00000010100	33	38	40	21	24	38
ENSRNOG00000010101	53	14	41	29	18	21
ENSRNOG00000010102	651	530	634	694	516	522
ENSRNOG00000010103	692	539	637	734	508	524
ENSRNOG00000000302	262	234	321	285	266	218
ENSRNOG00000010104	25	12	22	23	16	17
ENSRNOG00000000303	15	13	12	12	11	17
ENSRNOG00000010105	0	2	3	0	0	0
ENSRNOG00000000304	975	818	1004	877	885	698
ENSRNOG00000010106	88	67	73	70	79	51
ENSRNOG00000010107	27	14	11	12	26	13
ENSRNOG00000000306	9	4	17	5	7	3
ENSRNOG00000000307	11	5	11	6	5	3
ENSRNOG00000010109	85	41	82	59	52	36
ENSRNOG00000000308	47	36	30	36	42	32
ENSRNOG00000010111	0	1	0	1	0	2
ENSRNOG00000000311	11	7	14	11	12	13
ENSRNOG00000000312	147	83	132	83	115	93
ENSRNOG00000000314	741	565	703	679	566	500
ENSRNOG00000010116	67	60	67	72	60	49
ENSRNOG00000000315	0	0	1	0	0	0
ENSRNOG00000010117	925	887	912	775	924	750
ENSRNOG00000000316	67	56	77	58	74	53
ENSRNOG00000010119	697	533	706	498	620	464
ENSRNOG00000010120	0	0	0	0	0	0
ENSRNOG00000010121	7	4	10	1	6	3
ENSRNOG00000000320	14	20	12	16	9	24
ENSRNOG00000000321	268	164	319	222	260	191
ENSRNOG00000000322	102	103	84	111	68	94
ENSRNOG00000010124	2880	2564	3307	2422	2886	2183
ENSRNOG00000000323	4	2	5	8	1	5
ENSRNOG00000010125	370	337	360	397	261	320
ENSRNOG00000010126	26	28	30	28	19	24
ENSRNOG00000000325	89	72	80	105	46	48
ENSRNOG00000010127	0	0	0	0	0	0
ENSRNOG00000000326	2	1	0	1	1	2
ENSRNOG00000010128	6	7	11	3	4	3
ENSRNOG00000000327	565	401	535	572	415	392
ENSRNOG00000010131	221	171	303	210	262	180
ENSRNOG00000010132	2	4	6	5	4	6
ENSRNOG00000010133	296	224	288	280	267	267
ENSRNOG00000010134	76	31	54	32	40	27
ENSRNOG00000000335	0	0	0	0	0	0
ENSRNOG00000010137	388	453	377	404	317	309
ENSRNOG00000010141	39	24	38	18	34	39
ENSRNOG00000000340	106	109	101	98	88	80
ENSRNOG00000000341	16	13	5	10	11	3
ENSRNOG00000010144	16	6	18	13	8	11
ENSRNOG00000010146	541	395	537	373	506	353
ENSRNOG00000000345	0	0	0	0	0	0
ENSRNOG00000010147	395	373	379	380	326	315
ENSRNOG00000010149	8	10	10	9	5	3
ENSRNOG00000010150	1663	1412	1619	1654	1104	1310
ENSRNOG00000010151	0	1	0	3	0	0
ENSRNOG00000045000	0	0	0	0	0	0
ENSRNOG00000010152	1	4	3	0	4	1
ENSRNOG00000045001	0	0	0	0	2	0
ENSRNOG00000010153	285	250	272	274	214	214
ENSRNOG00000035200	10	10	9	9	2	6
ENSRNOG00000045002	0	0	0	0	0	0
ENSRNOG00000010154	44	36	37	55	45	29
ENSRNOG00000045003	0	0	0	0	0	0
ENSRNOG00000010155	1552	1692	1606	1649	1406	1521
ENSRNOG00000015600	75	92	84	65	76	56
ENSRNOG00000035202	6184	1821	2849	4145	1615	2082
ENSRNOG00000045004	0	2	0	0	0	0
ENSRNOG00000010156	76	43	121	65	64	68
ENSRNOG00000005800	0	0	0	0	0	0
ENSRNOG00000045005	3	2	1	3	4	0
ENSRNOG00000005801	54	43	69	42	42	46
ENSRNOG00000015602	638	418	576	491	486	370
ENSRNOG00000025403	0	0	0	0	0	0
ENSRNOG00000035204	1060	1078	898	1068	718	827
ENSRNOG00000045006	0	0	0	0	0	0
ENSRNOG00000010158	8	4	15	0	19	2
ENSRNOG00000005802	808	822	772	762	791	672
ENSRNOG00000015603	209	137	202	146	210	124
ENSRNOG00000025404	1	1	1	1	0	0
ENSRNOG00000035205	40146	17779	22897	30447	15100	29750
ENSRNOG00000045007	0	0	0	0	0	0
ENSRNOG00000010159	2	2	1	3	10	8
ENSRNOG00000035206	12749	8608	10772	3817	3712	3102
ENSRNOG00000045008	0	0	0	0	0	0
ENSRNOG00000005804	257	63	218	229	109	84
ENSRNOG00000015605	120	61	105	94	96	69
ENSRNOG00000025406	95	48	127	66	140	87
ENSRNOG00000045009	0	0	0	0	0	0
ENSRNOG00000025407	32	22	16	31	24	21
ENSRNOG00000035208	0	0	0	0	0	0
ENSRNOG00000005806	1	0	0	1	0	1
ENSRNOG00000025408	8	10	5	3	9	1
ENSRNOG00000005807	4	1	0	0	0	0
ENSRNOG00000025409	0	1	0	1	0	0
ENSRNOG00000015609	48	39	49	39	41	37
ENSRNOG00000005809	26	34	25	31	20	17
ENSRNOG00000010160	99	124	107	78	80	102
ENSRNOG00000010161	174	124	155	140	132	107
ENSRNOG00000045010	0	0	0	0	0	0
ENSRNOG00000010162	0	0	0	0	0	0
ENSRNOG00000045011	0	1	0	0	0	0
ENSRNOG00000035210	0	0	0	0	0	0
ENSRNOG00000045012	0	0	0	0	0	0
ENSRNOG00000010164	236	154	191	225	178	167
ENSRNOG00000035211	0	0	0	0	0	0
ENSRNOG00000045013	0	0	0	0	0	0
ENSRNOG00000010165	35	13	10	14	20	15
ENSRNOG00000025411	206	143	216	168	183	131
ENSRNOG00000035212	204	121	110	259	53	103
ENSRNOG00000045014	0	0	0	0	0	0
ENSRNOG00000005810	6	8	7	4	7	2
ENSRNOG00000035213	0	0	0	0	0	0
ENSRNOG00000045015	479	47	225	166	22	71
ENSRNOG00000005811	2117	1820	2325	1929	1771	1804
ENSRNOG00000045016	0	0	0	0	0	0
ENSRNOG00000045017	0	1	0	0	0	0
ENSRNOG00000010169	524	394	475	356	496	338
ENSRNOG00000000368	954	1058	763	1136	691	957
ENSRNOG00000015614	198	68	138	87	137	95
ENSRNOG00000025415	23	11	11	17	17	12
ENSRNOG00000035216	9	9	4	10	6	5
ENSRNOG00000045018	0	0	0	0	0	0
ENSRNOG00000005814	232	214	212	256	161	202
ENSRNOG00000015615	10	11	15	11	18	7
ENSRNOG00000025416	186	190	183	145	154	137
ENSRNOG00000035217	1	1	1	0	1	0
ENSRNOG00000045019	0	0	0	0	0	0
ENSRNOG00000015616	74	43	68	93	72	66
ENSRNOG00000035218	0	0	0	0	0	0
ENSRNOG00000025418	45	24	55	39	31	40
ENSRNOG00000015618	6	13	16	8	6	1
ENSRNOG00000005818	315	220	269	223	242	204
ENSRNOG00000015619	211	137	227	153	140	149
ENSRNOG00000010170	606	426	625	503	459	481
ENSRNOG00000010171	24	23	21	26	22	23
ENSRNOG00000045020	0	0	0	0	0	0
ENSRNOG00000010172	3	1	3	0	3	0
ENSRNOG00000045021	0	0	0	0	0	0
ENSRNOG00000035220	2	0	3	0	1	0
ENSRNOG00000045022	2	3	0	4	1	3
ENSRNOG00000010174	629	466	646	522	486	448
ENSRNOG00000000373	13	14	14	23	14	10
ENSRNOG00000025420	1	0	0	1	2	1
ENSRNOG00000045023	3	2	1	2	2	1
ENSRNOG00000045024	0	0	0	0	0	0
ENSRNOG00000010176	712	525	567	553	543	510
ENSRNOG00000015621	438	311	434	342	356	279
ENSRNOG00000025422	0	0	0	0	0	0
ENSRNOG00000035223	1	0	7	6	1	0
ENSRNOG00000045025	0	0	0	0	0	0
ENSRNOG00000010177	0	0	0	0	0	0
ENSRNOG00000005821	0	2	1	3	2	2
ENSRNOG00000000376	22	11	22	20	11	17
ENSRNOG00000015622	23	35	29	26	19	21
ENSRNOG00000025423	45	39	50	47	51	36
ENSRNOG00000035224	0	0	0	0	0	0
ENSRNOG00000045026	56	97	69	53	75	83
ENSRNOG00000010178	115	106	110	96	74	98
ENSRNOG00000005822	0	0	0	0	0	0
ENSRNOG00000015623	0	2	0	0	1	1
ENSRNOG00000025424	145	130	120	126	75	102
ENSRNOG00000035225	1	6	2	2	3	6
ENSRNOG00000045027	9	54	18	30	18	37
ENSRNOG00000010179	0	0	0	0	0	0
ENSRNOG00000005823	203	141	201	134	165	131
ENSRNOG00000000378	9	13	1	9	8	14
ENSRNOG00000015624	0	0	0	0	0	0
ENSRNOG00000035226	1	0	0	0	0	0
ENSRNOG00000045028	12	9	2	10	8	16
ENSRNOG00000000379	67	157	94	144	75	102
ENSRNOG00000015625	17	12	15	10	17	11
ENSRNOG00000035227	0	0	0	0	0	0
ENSRNOG00000045029	0	1	0	0	0	0
ENSRNOG00000005825	115	101	120	129	116	92
ENSRNOG00000015626	359	325	434	244	349	257
ENSRNOG00000035228	3	0	1	0	1	0
ENSRNOG00000005826	53	51	70	52	43	41
ENSRNOG00000015627	181	196	213	221	162	179
ENSRNOG00000025428	52	65	53	52	32	50
ENSRNOG00000035229	0	1	0	2	0	0
ENSRNOG00000005828	3732	2735	3463	4364	2523	2825
ENSRNOG00000010180	142	97	106	145	87	89
ENSRNOG00000010181	0	0	0	0	0	0
ENSRNOG00000000380	152	174	154	181	132	158
ENSRNOG00000045030	0	0	0	0	0	0
ENSRNOG00000000381	363	300	345	321	311	251
ENSRNOG00000045031	0	0	0	0	0	0
ENSRNOG00000010183	115	49	60	81	49	59
ENSRNOG00000035230	0	0	0	0	0	0
ENSRNOG00000045032	0	0	0	0	0	0
ENSRNOG00000010184	150	114	118	145	138	117
ENSRNOG00000000383	5	1	3	2	2	0
ENSRNOG00000025430	60	46	70	95	47	48
ENSRNOG00000035231	0	0	0	0	0	0
ENSRNOG00000045033	0	0	0	1	0	0
ENSRNOG00000010185	487	304	573	439	322	297
ENSRNOG00000000384	1	2	0	1	0	0
ENSRNOG00000015630	451	379	450	384	339	321
ENSRNOG00000035232	0	0	0	0	0	0
ENSRNOG00000045034	0	0	0	0	0	0
ENSRNOG00000010186	56	45	69	74	44	50
ENSRNOG00000005830	13	18	18	5	19	18
ENSRNOG00000015631	80	60	75	53	72	44
ENSRNOG00000035233	4343	2754	2929	2945	3124	3254
ENSRNOG00000045035	0	0	0	0	0	0
ENSRNOG00000005831	3	9	6	8	4	12
ENSRNOG00000000386	4	15	9	18	6	5
ENSRNOG00000015632	12	8	2	8	6	10
ENSRNOG00000025433	0	0	0	0	0	0
ENSRNOG00000045036	0	0	0	0	0	0
ENSRNOG00000010188	148	47	108	65	81	56
ENSRNOG00000000387	218	190	224	203	164	137
ENSRNOG00000015633	1383	1533	1396	1440	1201	1222
ENSRNOG00000035235	2	0	2	0	0	0
ENSRNOG00000045037	0	0	0	0	0	0
ENSRNOG00000010189	102	137	99	151	90	121
ENSRNOG00000015634	116	130	89	64	116	75
ENSRNOG00000035236	5	1	4	1	3	1
ENSRNOG00000045038	0	0	0	0	0	0
ENSRNOG00000000389	48	54	45	42	28	32
ENSRNOG00000025436	0	0	0	0	0	0
ENSRNOG00000035237	3	0	3	2	6	3
ENSRNOG00000045039	3	0	2	3	2	1
ENSRNOG00000005835	1	1	0	1	0	0
ENSRNOG00000015636	6	8	11	5	3	7
ENSRNOG00000035238	0	0	0	0	0	0
ENSRNOG00000005836	496	234	461	360	457	341
ENSRNOG00000015637	0	0	0	0	0	2
ENSRNOG00000000390	190	153	148	153	156	160
ENSRNOG00000045040	1	0	0	0	1	0
ENSRNOG00000045041	0	0	0	0	0	0
ENSRNOG00000000392	79	78	69	78	76	79
ENSRNOG00000035240	1	0	0	1	2	0
ENSRNOG00000045042	0	0	0	0	0	0
ENSRNOG00000010194	9	6	5	7	1	1
ENSRNOG00000035241	1331	834	1268	1133	1178	1074
ENSRNOG00000045043	0	0	0	0	0	0
ENSRNOG00000000394	32	33	24	22	26	20
ENSRNOG00000035242	0	0	1	2	0	0
ENSRNOG00000045044	0	0	0	0	0	0
ENSRNOG00000010196	31	31	37	20	23	18
ENSRNOG00000005840	5	4	5	3	10	2
ENSRNOG00000000395	618	509	582	662	432	482
ENSRNOG00000015641	1	13	0	4	1	3
ENSRNOG00000025442	1	2	0	0	1	1
ENSRNOG00000035243	0	0	0	0	0	0
ENSRNOG00000045045	0	0	0	0	0	0
ENSRNOG00000005841	213	195	241	210	156	193
ENSRNOG00000000396	385	320	421	409	274	300
ENSRNOG00000015642	6	11	19	10	22	17
ENSRNOG00000025443	121	105	86	73	101	87
ENSRNOG00000045046	0	0	1	0	0	0
ENSRNOG00000005842	888	638	761	748	542	648
ENSRNOG00000000397	238	344	277	238	282	238
ENSRNOG00000015643	1	1	6	0	6	4
ENSRNOG00000025444	0	0	0	0	0	0
ENSRNOG00000045047	0	0	0	0	0	0
ENSRNOG00000010199	708	458	624	523	450	373
ENSRNOG00000000398	125	189	136	190	88	168
ENSRNOG00000015644	708	582	815	687	624	518
ENSRNOG00000035246	8	6	14	14	3	6
ENSRNOG00000045048	0	3	1	2	2	3
ENSRNOG00000000399	1225	839	1243	1099	855	786
ENSRNOG00000015645	261	198	238	292	176	236
ENSRNOG00000035247	0	0	0	0	0	0
ENSRNOG00000045049	0	0	0	0	0	0
ENSRNOG00000015646	0	0	0	0	0	0
ENSRNOG00000035248	2	1	0	0	0	0
ENSRNOG00000005846	0	0	0	0	0	0
ENSRNOG00000025448	104	45	63	80	100	63
ENSRNOG00000035249	0	0	0	0	0	0
ENSRNOG00000015648	19	20	20	19	15	13
ENSRNOG00000015649	0	0	0	0	0	0
ENSRNOG00000005849	239	135	204	145	134	133
ENSRNOG00000045050	1	0	0	0	0	2
ENSRNOG00000045051	0	0	0	0	0	0
ENSRNOG00000035250	140	97	131	97	135	91
ENSRNOG00000045052	0	0	0	0	0	0
ENSRNOG00000025450	0	0	1	1	0	0
ENSRNOG00000035251	12433	8464	10857	3908	3685	3055
ENSRNOG00000045053	2	0	2	1	0	0
ENSRNOG00000035252	14	13	10	11	10	9
ENSRNOG00000045054	0	0	0	0	0	0
ENSRNOG00000005850	1074	889	1305	1233	827	815
ENSRNOG00000035253	365	275	310	327	441	399
ENSRNOG00000045055	0	0	0	0	0	0
ENSRNOG00000005851	328	338	433	349	334	298
ENSRNOG00000015652	0	0	0	0	0	0
ENSRNOG00000025453	0	0	3	0	0	0
ENSRNOG00000045056	0	0	0	0	0	0
ENSRNOG00000005852	0	0	0	0	0	0
ENSRNOG00000025454	123	73	85	77	81	50
ENSRNOG00000035255	1040	602	892	931	880	766
ENSRNOG00000045057	0	0	0	0	0	0
ENSRNOG00000005853	52	14	28	18	22	12
ENSRNOG00000015654	121	67	115	93	70	55
ENSRNOG00000045058	0	0	0	0	0	0
ENSRNOG00000005854	29	34	40	49	23	31
ENSRNOG00000015655	295	122	229	151	221	146
ENSRNOG00000025456	0	0	0	0	0	0
ENSRNOG00000035257	2	0	0	1	0	0
ENSRNOG00000045059	0	0	0	0	0	0
ENSRNOG00000015656	38	33	59	70	49	48
ENSRNOG00000005856	67	55	51	60	39	37
ENSRNOG00000015657	0	0	0	0	0	0
ENSRNOG00000035259	4944	4898	4176	5598	3631	4886
ENSRNOG00000005857	79	84	64	82	40	65
ENSRNOG00000015658	350	280	376	261	309	226
ENSRNOG00000025459	257	179	270	253	211	204
ENSRNOG00000005858	0	1	0	2	0	0
ENSRNOG00000045060	6	6	0	7	1	4
ENSRNOG00000045061	0	0	0	0	0	0
ENSRNOG00000035260	26	19	21	16	8	11
ENSRNOG00000045062	0	0	0	0	0	0
ENSRNOG00000025460	2	2	1	2	0	2
ENSRNOG00000045063	3	7	3	0	0	6
ENSRNOG00000015660	85	100	76	82	101	82
ENSRNOG00000045064	0	1	0	0	0	0
ENSRNOG00000025462	104	67	134	98	114	75
ENSRNOG00000035263	1838	787	1590	1396	1312	1088
ENSRNOG00000045065	0	0	0	0	0	0
ENSRNOG00000005861	327	310	399	430	291	317
ENSRNOG00000025463	2533	1119	2219	1631	1665	1514
ENSRNOG00000035264	0	0	0	0	0	0
ENSRNOG00000045066	0	0	0	0	0	0
ENSRNOG00000045067	0	0	0	0	0	0
ENSRNOG00000005863	0	0	0	0	0	0
ENSRNOG00000015664	23	13	32	18	25	17
ENSRNOG00000035266	269	49	175	192	98	67
ENSRNOG00000045068	0	0	0	0	0	0
ENSRNOG00000005864	14	5	9	8	5	10
ENSRNOG00000035267	1	0	0	0	0	0
ENSRNOG00000045069	38	19	21	23	12	33
ENSRNOG00000005865	445	379	373	423	298	255
ENSRNOG00000015666	1	0	0	1	1	1
ENSRNOG00000025467	3	0	1	2	4	1
ENSRNOG00000035268	70	50	67	62	26	39
ENSRNOG00000015667	1	2	9	4	0	3
ENSRNOG00000035269	29	18	24	31	11	10
ENSRNOG00000005867	6	2	3	2	2	0
ENSRNOG00000015668	2	4	3	3	0	1
ENSRNOG00000005868	96	138	115	97	94	105
ENSRNOG00000015669	0	1	0	2	0	1
ENSRNOG00000005869	194	128	164	201	91	132
ENSRNOG00000045070	0	0	0	0	0	0
ENSRNOG00000045071	0	0	0	0	0	0
ENSRNOG00000035270	360	42	159	164	38	62
ENSRNOG00000045072	0	0	0	0	0	0
ENSRNOG00000025470	0	0	1	0	1	0
ENSRNOG00000035271	2193	1107	2705	2665	2715	1954
ENSRNOG00000045073	0	0	0	0	0	0
ENSRNOG00000015670	783	578	818	807	614	633
ENSRNOG00000025471	0	1	0	0	0	0
ENSRNOG00000035272	9	10	10	13	7	8
ENSRNOG00000045074	0	0	0	0	0	0
ENSRNOG00000005870	0	0	0	0	0	0
ENSRNOG00000015671	0	0	0	0	2	0
ENSRNOG00000035273	215	92	178	152	39	45
ENSRNOG00000045075	19	16	31	29	14	10
ENSRNOG00000005871	2	2	1	4	1	2
ENSRNOG00000025473	1	0	0	0	2	0
ENSRNOG00000035274	0	4	2	4	1	0
ENSRNOG00000045076	0	0	0	0	0	0
ENSRNOG00000005872	3	0	1	0	0	2
ENSRNOG00000015673	0	1	0	0	0	0
ENSRNOG00000035275	883	204	525	373	343	279
ENSRNOG00000045077	0	0	0	0	0	0
ENSRNOG00000015674	0	0	0	0	0	0
ENSRNOG00000045078	0	0	0	0	0	0
ENSRNOG00000005874	12	16	11	17	7	12
ENSRNOG00000015675	167	131	240	129	175	129
ENSRNOG00000025476	1	2	5	0	0	0
ENSRNOG00000035277	0	0	0	0	0	0
ENSRNOG00000045079	0	0	0	0	0	0
ENSRNOG00000005875	0	0	0	0	0	0
ENSRNOG00000015676	220	120	183	182	169	129
ENSRNOG00000035278	0	0	0	0	0	0
ENSRNOG00000015677	0	2	0	7	0	0
ENSRNOG00000035279	1139	1403	1380	1309	1322	1187
ENSRNOG00000005877	698	589	556	628	558	440
ENSRNOG00000015678	10	9	4	7	6	11
ENSRNOG00000025479	0	1	0	0	0	0
ENSRNOG00000015679	33	12	18	31	18	10
ENSRNOG00000005879	12	37	24	31	10	17
ENSRNOG00000045080	0	0	0	0	0	0
ENSRNOG00000045081	0	0	0	0	0	0
ENSRNOG00000035280	0	0	0	0	0	0
ENSRNOG00000045082	0	0	0	0	0	0
ENSRNOG00000025480	0	0	0	0	0	0
ENSRNOG00000035281	4294	4258	3677	4660	3038	4112
ENSRNOG00000045083	2	0	2	0	0	1
ENSRNOG00000025481	227	144	195	160	148	127
ENSRNOG00000045084	0	0	0	0	0	0
ENSRNOG00000005880	0	0	0	0	0	0
ENSRNOG00000015681	0	0	0	0	0	0
ENSRNOG00000025482	1	0	3	0	0	0
ENSRNOG00000035283	0	0	0	0	0	0
ENSRNOG00000045085	0	0	0	0	0	0
ENSRNOG00000015682	0	3	0	1	1	0
ENSRNOG00000045086	0	0	0	0	0	0
ENSRNOG00000005882	83	51	71	66	70	56
ENSRNOG00000015683	61	52	47	46	58	59
ENSRNOG00000025484	7	3	6	8	2	7
ENSRNOG00000035285	1005	723	834	945	457	703
ENSRNOG00000045087	0	0	0	0	0	0
ENSRNOG00000005883	41	26	36	54	62	21
ENSRNOG00000035286	0	0	0	0	0	0
ENSRNOG00000045088	0	0	0	0	0	0
ENSRNOG00000005884	263	279	285	253	230	265
ENSRNOG00000015685	7	4	20	7	8	19
ENSRNOG00000035287	0	0	0	0	0	0
ENSRNOG00000045089	0	0	0	0	0	0
ENSRNOG00000015686	1000	1005	1024	961	923	869
ENSRNOG00000025487	4	4	2	4	3	3
ENSRNOG00000035288	1	0	0	0	0	0
ENSRNOG00000005886	23	17	15	6	10	10
ENSRNOG00000035289	0	0	1	0	0	0
ENSRNOG00000005887	0	0	1	2	0	0
ENSRNOG00000025489	0	0	1	1	1	0
ENSRNOG00000005888	1	1	2	1	2	4
ENSRNOG00000015689	0	0	0	0	0	0
ENSRNOG00000043900	0	0	0	0	0	0
ENSRNOG00000043901	0	0	0	0	0	0
ENSRNOG00000043902	0	0	0	0	0	0
ENSRNOG00000043903	0	0	0	0	0	0
ENSRNOG00000043904	0	0	0	0	0	0
ENSRNOG00000043905	0	0	0	0	0	0
ENSRNOG00000043906	0	0	0	0	0	0
ENSRNOG00000043907	5	2	2	1	6	7
ENSRNOG00000043908	0	0	0	0	0	0
ENSRNOG00000043909	0	0	0	0	0	0
ENSRNOG00000045090	0	0	0	0	0	0
ENSRNOG00000045091	0	0	1	0	0	0
ENSRNOG00000035290	41	53	34	39	31	42
ENSRNOG00000045092	0	0	0	0	0	0
ENSRNOG00000035291	1	0	0	0	0	0
ENSRNOG00000045093	2	0	2	1	0	0
ENSRNOG00000015690	0	0	0	0	0	0
ENSRNOG00000025491	0	0	0	0	0	0
ENSRNOG00000045094	0	0	0	1	0	1
ENSRNOG00000005890	443	410	470	512	326	395
ENSRNOG00000015691	559	218	634	395	391	301
ENSRNOG00000035293	0	0	0	0	0	0
ENSRNOG00000045095	473	52	289	365	94	53
ENSRNOG00000005891	1	0	2	0	0	0
ENSRNOG00000015692	647	552	712	623	586	544
ENSRNOG00000035294	0	0	0	0	0	0
ENSRNOG00000045096	0	0	0	0	0	0
ENSRNOG00000025494	63	34	64	41	52	26
ENSRNOG00000035295	209	188	101	361	109	127
ENSRNOG00000045097	0	0	0	0	0	0
ENSRNOG00000035296	65	27	41	38	25	29
ENSRNOG00000045098	0	0	1	2	0	0
ENSRNOG00000005894	627	1028	545	747	546	675
ENSRNOG00000015695	2	6	8	1	6	10
ENSRNOG00000025496	451	461	410	379	408	362
ENSRNOG00000045099	0	0	0	0	0	0
ENSRNOG00000015696	100	59	69	82	80	70
ENSRNOG00000025497	9	13	6	9	9	6
ENSRNOG00000035298	6	0	4	4	2	0
ENSRNOG00000025498	4	0	1	1	2	0
ENSRNOG00000035299	0	0	0	0	0	0
ENSRNOG00000005898	0	0	0	0	0	0
ENSRNOG00000015699	82	73	84	64	66	67
ENSRNOG00000043910	0	0	0	0	0	0
ENSRNOG00000043911	0	0	0	0	0	0
ENSRNOG00000043912	0	0	0	0	0	0
ENSRNOG00000043913	0	0	0	0	0	0
ENSRNOG00000043914	0	0	1	1	0	0
ENSRNOG00000043915	0	0	0	0	0	0
ENSRNOG00000043916	0	0	0	0	0	0
ENSRNOG00000043917	0	0	1	0	0	0
ENSRNOG00000043918	0	0	0	0	0	0
ENSRNOG00000043919	0	0	0	0	0	0
ENSRNOG00000043920	0	0	0	0	0	0
ENSRNOG00000043921	0	0	0	0	0	0
ENSRNOG00000043922	0	0	0	0	0	0
ENSRNOG00000043923	0	0	0	0	0	0
ENSRNOG00000043924	0	0	0	0	0	0
ENSRNOG00000043925	0	0	0	1	1	2
ENSRNOG00000043926	0	0	0	0	0	0
ENSRNOG00000043927	0	0	0	0	0	0
ENSRNOG00000043928	0	0	0	0	0	2
ENSRNOG00000043929	0	0	0	0	0	0
ENSRNOG00000043930	0	0	0	0	0	0
ENSRNOG00000043931	0	0	0	0	0	0
ENSRNOG00000043932	0	0	0	0	0	0
ENSRNOG00000043933	0	0	0	0	0	0
ENSRNOG00000043934	0	0	0	0	0	0
ENSRNOG00000043935	0	0	0	0	0	0
ENSRNOG00000043936	11455	6395	12268	12768	12524	7831
ENSRNOG00000043937	0	0	0	0	0	0
ENSRNOG00000043938	0	6	1	2	1	2
ENSRNOG00000043939	1	0	1	0	0	0
ENSRNOG00000043940	0	0	0	0	0	0
ENSRNOG00000043941	0	0	0	0	0	0
ENSRNOG00000043942	0	0	0	0	0	0
ENSRNOG00000043943	0	0	0	0	0	0
ENSRNOG00000043944	7	4	13	4	6	6
ENSRNOG00000043945	0	0	0	0	0	0
ENSRNOG00000043946	0	0	0	0	0	0
ENSRNOG00000043947	0	0	0	0	0	0
ENSRNOG00000043948	18	7	9	14	5	15
ENSRNOG00000043949	20	1	5	19	7	3
ENSRNOG00000043950	0	0	0	0	0	0
ENSRNOG00000043951	0	0	1	1	2	1
ENSRNOG00000043952	0	1	0	0	1	0
ENSRNOG00000043953	1	0	0	0	0	0
ENSRNOG00000043954	0	0	0	0	0	0
ENSRNOG00000043955	0	0	0	0	0	0
ENSRNOG00000043956	0	0	0	0	0	0
ENSRNOG00000043957	0	0	0	0	0	0
ENSRNOG00000043958	0	0	0	0	0	0
ENSRNOG00000043959	0	0	0	0	0	0
ENSRNOG00000043960	0	0	0	0	0	0
ENSRNOG00000043961	0	0	0	3	1	5
ENSRNOG00000043962	0	0	0	0	0	0
ENSRNOG00000043963	0	0	0	0	0	0
ENSRNOG00000043964	0	0	1	0	0	0
ENSRNOG00000043965	0	0	0	0	2	0
ENSRNOG00000043966	1	8	0	3	2	1
ENSRNOG00000043967	0	0	1	0	0	0
ENSRNOG00000043968	0	0	0	0	0	0
ENSRNOG00000043969	0	0	0	0	0	0
ENSRNOG00000043970	0	0	0	0	0	0
ENSRNOG00000043971	0	0	0	0	0	0
ENSRNOG00000043972	0	0	0	0	0	0
ENSRNOG00000043973	0	0	0	0	0	0
ENSRNOG00000043974	0	0	1	0	0	0
ENSRNOG00000043975	0	0	0	0	0	0
ENSRNOG00000043976	0	0	0	0	0	0
