gene_id	6mo_1	6mo_2	6mo_3	28mo_1	28mo_2	28mo_3
ENSRNOG00000044543	0	2	0	0	1	1
ENSRNOG00000034742	121	61	34	16	18	17
ENSRNOG00000044544	37	72	81	18	74	29
ENSRNOG00000044545	0	0	0	0	0	0
ENSRNOG00000034744	16	26	16	20	20	21
ENSRNOG00000044546	0	0	0	1	0	0
ENSRNOG00000034745	4062	4231	3595	4757	3183	4137
ENSRNOG00000044547	0	0	0	0	0	0
ENSRNOG00000024945	53	25	40	29	47	23
ENSRNOG00000044548	0	0	0	0	0	0
ENSRNOG00000044549	0	0	0	0	0	0
ENSRNOG00000024947	0	0	0	0	0	0
ENSRNOG00000034748	1474	164	193	244	117	89
ENSRNOG00000034749	76	58	65	48	49	50
ENSRNOG00000044550	0	0	0	0	1	0
ENSRNOG00000044551	0	0	0	0	0	0
ENSRNOG00000034750	15	11	10	11	11	7
ENSRNOG00000044552	0	0	0	0	0	0
ENSRNOG00000034751	16	4	1	13	1	1
ENSRNOG00000044553	0	0	0	0	0	0
ENSRNOG00000044554	3	0	1	0	1	0
ENSRNOG00000024952	1	4	4	3	3	1
ENSRNOG00000034753	0	0	0	0	0	0
ENSRNOG00000044555	0	0	0	0	0	0
ENSRNOG00000024953	16	3	4	9	4	7
ENSRNOG00000034754	2	3	3	0	1	0
ENSRNOG00000044556	0	0	0	0	0	0
ENSRNOG00000024954	80	28	56	46	45	46
ENSRNOG00000044557	2	0	0	0	0	0
ENSRNOG00000024955	284	270	335	288	199	258
ENSRNOG00000044558	0	0	0	0	3	0
ENSRNOG00000024956	0	0	0	0	0	0
ENSRNOG00000034757	0	0	0	0	0	0
ENSRNOG00000044559	0	0	0	0	0	0
ENSRNOG00000024957	8	6	16	17	3	13
ENSRNOG00000034758	0	0	0	0	0	0
ENSRNOG00000034759	0	0	0	0	0	0
ENSRNOG00000044560	0	0	0	0	0	0
ENSRNOG00000044561	0	0	0	0	0	0
ENSRNOG00000034760	0	0	0	0	0	0
ENSRNOG00000044562	0	0	0	0	0	0
ENSRNOG00000024960	0	0	0	0	0	0
ENSRNOG00000044563	0	0	0	0	0	0
ENSRNOG00000024961	39	21	36	36	31	21
ENSRNOG00000044564	0	0	0	0	0	0
ENSRNOG00000034763	0	0	0	0	0	0
ENSRNOG00000044565	1	0	0	0	0	1
ENSRNOG00000044566	0	0	0	0	0	0
ENSRNOG00000024964	249	370	325	265	262	313
ENSRNOG00000034765	1	0	0	1	1	0
ENSRNOG00000044567	0	0	0	0	0	0
ENSRNOG00000044568	1	0	3	0	0	0
ENSRNOG00000034767	1	0	0	0	0	0
ENSRNOG00000044569	2	1	1	3	1	0
ENSRNOG00000024967	295	385	348	383	344	351
ENSRNOG00000034768	131	27	63	88	48	12
ENSRNOG00000034769	1519	437	1234	645	596	641
ENSRNOG00000024969	0	0	0	1	0	0
ENSRNOG00000044570	0	0	0	0	0	0
ENSRNOG00000044571	0	0	0	0	0	0
ENSRNOG00000034770	2	0	2	3	0	0
ENSRNOG00000044572	0	0	0	0	0	0
ENSRNOG00000024970	19	17	24	18	26	20
ENSRNOG00000034771	0	1	0	0	1	0
ENSRNOG00000044573	0	0	0	0	1	0
ENSRNOG00000034772	0	0	0	0	0	0
ENSRNOG00000044574	1	13	5	4	2	1
ENSRNOG00000024972	6	8	8	7	3	1
ENSRNOG00000044575	0	0	0	0	0	0
ENSRNOG00000034774	0	0	0	0	0	0
ENSRNOG00000044576	0	0	0	0	0	0
ENSRNOG00000044577	0	0	0	0	0	0
ENSRNOG00000024975	5	2	4	2	0	2
ENSRNOG00000034776	0	0	0	0	0	0
ENSRNOG00000044578	0	0	0	0	0	0
ENSRNOG00000034777	254	29	137	175	70	37
ENSRNOG00000044579	3	7	5	1	4	3
ENSRNOG00000034779	30	0	13	4	0	1
ENSRNOG00000044580	0	0	0	0	0	0
ENSRNOG00000044581	0	0	0	0	0	0
ENSRNOG00000034780	0	0	0	0	0	0
ENSRNOG00000044582	0	0	0	0	0	0
ENSRNOG00000034781	0	0	0	0	0	0
ENSRNOG00000044583	0	0	0	0	0	0
ENSRNOG00000034782	2	0	6	5	0	0
ENSRNOG00000044584	0	0	0	0	0	0
ENSRNOG00000034783	12443	8469	10665	3725	3646	3099
ENSRNOG00000044585	1	0	0	1	0	0
ENSRNOG00000034784	0	0	0	3	0	0
ENSRNOG00000044586	0	0	0	0	0	0
ENSRNOG00000034785	0	0	0	1	0	0
ENSRNOG00000044587	0	0	0	0	0	0
ENSRNOG00000044588	1	0	0	1	0	0
ENSRNOG00000024986	0	0	0	0	0	0
ENSRNOG00000044589	0	0	0	0	0	0
ENSRNOG00000024987	6	17	8	2	6	4
ENSRNOG00000034788	0	0	0	0	0	0
ENSRNOG00000034789	3	1	0	1	3	0
ENSRNOG00000044590	0	0	0	0	0	0
ENSRNOG00000044591	0	0	0	0	0	0
ENSRNOG00000034790	0	0	0	0	0	0
ENSRNOG00000044592	0	0	0	0	0	0
ENSRNOG00000024990	2	2	3	0	0	1
ENSRNOG00000044593	0	0	0	0	0	0
ENSRNOG00000024991	0	0	0	0	0	0
ENSRNOG00000044594	0	0	0	0	0	0
ENSRNOG00000034793	0	0	0	0	0	0
ENSRNOG00000044595	0	0	0	0	0	0
ENSRNOG00000034794	0	0	0	0	0	0
ENSRNOG00000044596	0	0	0	0	0	0
ENSRNOG00000024994	25	17	42	29	13	16
ENSRNOG00000034795	0	0	1	1	0	1
ENSRNOG00000044597	3	2	5	1	2	3
ENSRNOG00000034796	0	0	0	0	0	0
ENSRNOG00000044598	3	2	4	4	1	5
ENSRNOG00000034797	0	0	1	0	0	0
ENSRNOG00000044599	0	0	0	0	0	0
ENSRNOG00000034798	0	0	0	0	0	0
ENSRNOG00000024998	417	335	444	328	317	247
ENSRNOG00000034799	3	23	4	0	0	1
ENSRNOG00000001001	0	0	0	0	0	0
ENSRNOG00000001002	5	6	5	2	5	8
ENSRNOG00000001003	32	15	24	58	21	16
ENSRNOG00000001004	84	49	92	60	78	45
ENSRNOG00000001005	0	0	0	0	0	0
ENSRNOG00000001006	116	48	154	81	91	92
ENSRNOG00000001007	0	2	0	0	3	6
ENSRNOG00000001009	21	15	19	18	27	16
ENSRNOG00000001010	120	58	145	115	99	98
ENSRNOG00000001011	2	1	3	4	0	0
ENSRNOG00000001017	0	0	0	0	0	0
ENSRNOG00000001019	82	50	64	56	55	50
ENSRNOG00000001023	0	0	0	0	0	0
ENSRNOG00000001024	1	0	2	0	0	1
ENSRNOG00000001025	88	121	100	118	94	99
ENSRNOG00000001027	0	0	0	0	0	0
ENSRNOG00000001030	1458	1294	1619	1546	1213	1248
ENSRNOG00000001031	0	1	0	0	0	2
ENSRNOG00000001032	252	171	252	273	203	209
ENSRNOG00000001033	56	53	35	34	45	48
ENSRNOG00000001034	49	28	30	35	24	25
ENSRNOG00000001035	29	21	27	16	21	25
ENSRNOG00000001036	20	20	47	31	43	16
ENSRNOG00000001037	78	34	66	56	48	39
ENSRNOG00000001039	42	25	35	31	31	32
ENSRNOG00000001040	84	79	57	78	62	55
ENSRNOG00000001041	87	63	144	92	96	53
ENSRNOG00000001043	30	22	28	18	14	19
ENSRNOG00000001044	32	18	32	27	25	14
ENSRNOG00000001047	46	31	56	54	35	32
ENSRNOG00000001048	0	0	0	1	0	0
ENSRNOG00000001049	496	457	559	609	408	434
ENSRNOG00000001050	179	146	172	141	122	119
ENSRNOG00000001052	134	151	184	151	98	129
ENSRNOG00000001053	829	628	857	907	516	717
ENSRNOG00000016300	447	497	507	456	478	412
ENSRNOG00000006500	124	68	72	79	89	46
ENSRNOG00000001055	25	7	20	24	16	15
ENSRNOG00000016301	0	0	0	0	0	0
ENSRNOG00000001056	38	19	23	23	22	15
ENSRNOG00000016302	168	161	172	128	126	99
ENSRNOG00000001057	339	122	244	176	311	152
ENSRNOG00000016303	99	77	67	68	64	62
ENSRNOG00000006503	37	27	39	30	37	33
ENSRNOG00000001058	55	41	54	50	38	49
ENSRNOG00000001059	101	83	74	61	77	76
ENSRNOG00000006505	33	24	15	20	24	23
ENSRNOG00000016306	171	64	57	52	118	62
ENSRNOG00000026107	56	33	47	28	19	26
ENSRNOG00000016307	0	0	0	0	0	0
ENSRNOG00000026108	23	14	18	12	23	14
ENSRNOG00000016308	34	19	20	18	17	17
ENSRNOG00000026109	68	51	33	55	48	52
ENSRNOG00000006508	20	27	19	29	30	17
ENSRNOG00000016309	10	18	9	18	19	18
ENSRNOG00000006509	382	262	320	238	253	195
ENSRNOG00000001060	38	30	32	23	19	20
ENSRNOG00000001061	21	32	29	18	32	18
ENSRNOG00000001062	38	25	24	27	31	23
ENSRNOG00000026110	25	7	13	15	19	4
ENSRNOG00000001064	626	604	693	588	569	551
ENSRNOG00000026111	2	0	1	0	1	1
ENSRNOG00000001065	162	173	210	191	174	140
ENSRNOG00000016311	0	2	0	0	0	0
ENSRNOG00000026112	4	5	6	2	1	2
ENSRNOG00000001066	0	2	1	0	2	0
ENSRNOG00000016312	0	0	0	0	0	1
ENSRNOG00000016313	36	26	54	22	30	29
ENSRNOG00000026114	7	9	4	3	2	4
ENSRNOG00000006513	33	21	26	42	24	9
ENSRNOG00000001068	275	191	288	161	271	207
ENSRNOG00000026115	124	87	93	101	70	75
ENSRNOG00000006514	284	200	274	260	198	156
ENSRNOG00000001069	402	338	342	281	337	268
ENSRNOG00000016315	48	24	44	46	35	37
ENSRNOG00000026116	26	13	30	16	15	3
ENSRNOG00000006515	133	90	111	141	116	112
ENSRNOG00000016316	18	18	7	19	20	15
ENSRNOG00000026117	168	83	86	104	75	86
ENSRNOG00000026119	1849	1677	1920	1475	1993	1500
ENSRNOG00000016319	28	14	26	15	11	9
ENSRNOG00000006519	8	8	16	7	4	15
ENSRNOG00000001070	396	340	355	385	196	256
ENSRNOG00000001071	3	0	2	2	2	1
ENSRNOG00000001072	152	105	135	117	124	75
ENSRNOG00000001073	94	64	114	88	56	44
ENSRNOG00000026120	217	240	206	254	233	210
ENSRNOG00000001074	112	86	105	88	83	61
ENSRNOG00000016321	243	190	232	187	192	149
ENSRNOG00000016322	580	187	360	330	292	324
ENSRNOG00000026123	0	1	0	0	0	0
ENSRNOG00000026124	12	9	11	8	9	2
ENSRNOG00000006523	508	687	590	718	484	576
ENSRNOG00000001079	80	73	100	69	68	56
ENSRNOG00000016325	0	1	0	1	0	0
ENSRNOG00000026126	0	0	0	0	0	0
ENSRNOG00000016326	707	213	446	283	396	291
ENSRNOG00000006526	355	213	474	289	247	220
ENSRNOG00000016327	80	65	61	54	57	53
ENSRNOG00000026128	148	80	102	152	106	107
ENSRNOG00000006527	1001	878	1142	774	991	767
ENSRNOG00000006528	133	100	110	174	90	98
ENSRNOG00000001080	84	50	71	72	48	42
ENSRNOG00000001081	9	2	5	10	8	4
ENSRNOG00000001082	38	22	33	39	32	27
ENSRNOG00000001083	15	11	16	16	20	24
ENSRNOG00000016330	196	254	220	195	226	203
ENSRNOG00000006530	0	0	0	0	0	0
ENSRNOG00000016331	2	5	5	1	10	2
ENSRNOG00000026132	72	87	57	104	62	59
ENSRNOG00000001086	64	34	79	44	49	46
ENSRNOG00000026133	0	0	0	0	0	0
ENSRNOG00000006532	1160	1192	1192	1525	758	1165
ENSRNOG00000026134	11	12	9	14	12	14
ENSRNOG00000001088	10	13	7	14	12	9
ENSRNOG00000016334	290	154	184	197	151	156
ENSRNOG00000006534	544	610	617	774	479	531
ENSRNOG00000001089	15	12	9	7	10	5
ENSRNOG00000026136	22	17	36	21	26	25
ENSRNOG00000016336	60	49	65	86	53	60
ENSRNOG00000016337	0	0	0	0	0	0
ENSRNOG00000016338	163	205	230	217	225	218
ENSRNOG00000016339	0	3	0	2	0	0
ENSRNOG00000006539	16	14	18	25	14	8
ENSRNOG00000001090	113	116	62	123	76	96
ENSRNOG00000001091	57	54	56	61	76	41
ENSRNOG00000001092	3	43	92	19	49	27
ENSRNOG00000001094	26	8	12	14	17	11
ENSRNOG00000016340	160	131	115	104	134	86
ENSRNOG00000001095	0	0	0	0	0	0
ENSRNOG00000026142	0	0	0	0	0	0
ENSRNOG00000006541	102	87	80	75	74	77
ENSRNOG00000016342	19	22	12	12	10	12
ENSRNOG00000026143	4	5	2	0	2	0
ENSRNOG00000006542	891	834	814	732	944	664
ENSRNOG00000016343	1365	634	1488	1206	910	824
ENSRNOG00000006543	0	0	0	1	0	0
ENSRNOG00000001098	1306	1131	1296	1193	1227	974
ENSRNOG00000016344	300	179	279	371	203	188
ENSRNOG00000006544	0	0	0	0	0	0
ENSRNOG00000001099	48	46	51	54	37	41
ENSRNOG00000006545	2171	2283	2251	1999	2162	1901
ENSRNOG00000016346	117	153	263	66	151	144
ENSRNOG00000016348	0	1	1	0	0	1
ENSRNOG00000006548	4	9	7	8	11	9
ENSRNOG00000016349	0	4	0	0	0	3
ENSRNOG00000006549	0	0	0	0	1	0
ENSRNOG00000026150	0	0	0	0	1	0
ENSRNOG00000016351	8	6	4	4	2	4
ENSRNOG00000026152	0	0	0	0	0	0
ENSRNOG00000006551	31	19	22	29	12	21
ENSRNOG00000016352	43	29	31	42	37	39
ENSRNOG00000016353	34	27	39	31	30	24
ENSRNOG00000006553	8	7	11	1	7	2
ENSRNOG00000026155	1	1	1	0	1	0
ENSRNOG00000006554	260	137	188	207	161	138
ENSRNOG00000016355	1	0	0	0	2	3
ENSRNOG00000016356	704	539	692	607	520	481
ENSRNOG00000026157	4	2	5	3	3	2
ENSRNOG00000006556	102	51	74	76	85	55
ENSRNOG00000016357	193	109	161	144	120	110
ENSRNOG00000006557	4292	2343	3576	2387	3350	2227
ENSRNOG00000016358	307	194	289	275	275	171
ENSRNOG00000006559	211	249	238	223	190	164
ENSRNOG00000016360	17	15	16	9	5	22
ENSRNOG00000016361	86	52	77	59	63	50
ENSRNOG00000026162	9	15	19	9	12	9
ENSRNOG00000016362	2	3	4	1	2	0
ENSRNOG00000026163	49	39	33	57	57	33
ENSRNOG00000026164	0	0	0	0	0	0
ENSRNOG00000016364	108	83	95	71	78	72
ENSRNOG00000006565	46	28	38	27	36	25
ENSRNOG00000016366	114	91	120	169	115	88
ENSRNOG00000016367	26	21	17	29	16	15
ENSRNOG00000026168	1	0	1	0	0	1
ENSRNOG00000016368	79	57	88	110	97	70
ENSRNOG00000026169	0	0	0	1	2	0
ENSRNOG00000016369	107	80	64	101	63	69
ENSRNOG00000006569	547	309	548	489	372	339
ENSRNOG00000026171	229	211	229	192	171	169
ENSRNOG00000006570	100	40	81	80	62	56
ENSRNOG00000016371	77	52	51	58	40	49
ENSRNOG00000006571	0	1	0	0	0	0
ENSRNOG00000016372	4	5	0	8	3	0
ENSRNOG00000016374	307	231	287	161	257	195
ENSRNOG00000026175	0	0	0	0	0	0
ENSRNOG00000026176	0	0	1	1	1	7
ENSRNOG00000006575	0	1	1	2	2	0
ENSRNOG00000026177	2	2	6	5	4	1
ENSRNOG00000006576	121	141	145	115	98	97
ENSRNOG00000016377	4	3	1	9	1	1
ENSRNOG00000026178	335	234	331	254	220	192
ENSRNOG00000006577	0	0	0	0	0	0
ENSRNOG00000016378	24	24	22	21	23	33
ENSRNOG00000006578	1	0	5	1	0	1
ENSRNOG00000016379	93	77	103	109	70	79
ENSRNOG00000006579	0	0	0	0	0	0
ENSRNOG00000026180	32	29	30	23	20	34
ENSRNOG00000016380	180	98	250	128	179	122
ENSRNOG00000016381	38	29	31	25	26	40
ENSRNOG00000006582	33	34	25	25	26	13
ENSRNOG00000016383	82	135	112	106	126	101
ENSRNOG00000006583	7	5	3	4	5	5
ENSRNOG00000016384	158	188	163	161	156	131
ENSRNOG00000006584	0	0	0	0	0	0
ENSRNOG00000016385	125	155	91	161	72	141
ENSRNOG00000026186	44	31	40	22	53	31
ENSRNOG00000016386	53	28	25	40	28	28
ENSRNOG00000006586	0	0	0	0	0	0
ENSRNOG00000016387	337	229	345	301	202	227
ENSRNOG00000006587	587	422	537	553	477	402
ENSRNOG00000016388	688	1075	748	996	511	781
ENSRNOG00000006588	33	2	3	5	12	5
ENSRNOG00000006589	13	20	21	8	11	13
ENSRNOG00000044600	0	0	0	0	0	0
ENSRNOG00000044601	0	0	0	0	0	0
ENSRNOG00000044602	0	0	0	0	0	0
ENSRNOG00000044603	0	0	0	0	0	0
ENSRNOG00000044604	0	0	0	0	0	0
ENSRNOG00000034803	4	2	8	4	1	1
ENSRNOG00000044605	0	0	0	0	0	0
ENSRNOG00000044606	0	0	0	0	0	0
ENSRNOG00000034805	67	43	59	59	39	78
ENSRNOG00000044607	0	0	0	0	0	0
ENSRNOG00000034806	7939	1183	3588	5541	1132	1007
ENSRNOG00000044608	0	0	0	0	0	0
ENSRNOG00000044609	0	0	0	0	0	0
ENSRNOG00000034808	91	24	39	54	22	11
ENSRNOG00000034809	295	268	304	221	242	197
ENSRNOG00000016390	100	95	146	138	125	117
ENSRNOG00000016391	886	717	882	1074	711	677
ENSRNOG00000026192	0	0	0	0	0	0
ENSRNOG00000006591	48	20	54	44	45	26
ENSRNOG00000016392	18	8	11	14	12	6
ENSRNOG00000026193	1	3	3	3	2	6
ENSRNOG00000016393	0	0	0	0	0	1
ENSRNOG00000006593	108	115	134	84	109	95
ENSRNOG00000016394	145	138	136	109	134	111
ENSRNOG00000026195	1	0	0	1	0	0
ENSRNOG00000026196	2	2	1	2	1	2
ENSRNOG00000006595	21	7	24	21	13	6
ENSRNOG00000016396	839	854	888	770	876	844
ENSRNOG00000006596	4	1	2	1	2	1
ENSRNOG00000016397	0	0	0	1	1	0
ENSRNOG00000016398	1735	841	1572	988	1218	839
ENSRNOG00000006598	17	4	12	7	5	7
ENSRNOG00000016399	27	23	20	33	22	13
ENSRNOG00000006599	0	0	0	0	0	0
ENSRNOG00000044610	0	0	0	0	0	0
ENSRNOG00000044611	0	0	0	0	0	0
ENSRNOG00000034810	1	0	1	0	0	0
ENSRNOG00000044612	0	0	0	0	0	0
ENSRNOG00000034811	108	77	74	92	64	62
ENSRNOG00000044613	0	0	0	1	0	0
ENSRNOG00000034812	8	1	3	5	1	1
ENSRNOG00000044614	0	0	0	0	0	0
ENSRNOG00000034813	13	4	16	15	1	3
ENSRNOG00000044615	4	3	2	9	5	4
ENSRNOG00000034814	0	0	0	0	0	0
ENSRNOG00000044616	0	0	0	0	0	0
ENSRNOG00000034815	0	0	0	0	0	0
ENSRNOG00000044617	0	0	0	0	0	0
ENSRNOG00000034816	0	0	0	0	0	0
ENSRNOG00000044618	0	0	0	0	0	0
ENSRNOG00000034817	0	2	0	1	0	0
ENSRNOG00000044619	0	0	0	0	0	0
ENSRNOG00000034818	5003	4896	4269	5408	3736	5007
ENSRNOG00000034819	0	0	0	0	0	0
ENSRNOG00000044620	1	0	6	0	0	0
ENSRNOG00000044621	5	1	3	2	2	5
ENSRNOG00000034820	1	1	0	0	0	0
ENSRNOG00000044622	0	0	0	0	0	0
ENSRNOG00000034821	0	0	0	0	0	0
ENSRNOG00000044623	1	0	0	0	0	0
ENSRNOG00000034822	21	8	12	7	7	8
ENSRNOG00000044624	0	0	0	0	0	0
ENSRNOG00000044625	0	0	4	2	0	1
ENSRNOG00000034824	50	124	108	66	55	82
ENSRNOG00000044626	0	0	0	0	0	0
ENSRNOG00000044627	131	50	48	54	32	37
ENSRNOG00000044628	0	0	0	0	0	0
ENSRNOG00000034827	0	0	0	0	0	0
ENSRNOG00000044629	0	0	0	0	0	0
ENSRNOG00000034828	0	0	0	0	0	0
ENSRNOG00000034829	24	5	8	22	11	8
ENSRNOG00000044630	0	0	0	0	0	0
ENSRNOG00000044631	0	0	0	0	0	0
ENSRNOG00000034830	0	0	1	0	0	0
ENSRNOG00000044632	0	0	0	0	0	0
ENSRNOG00000044633	0	0	0	0	0	0
ENSRNOG00000034832	1	4	0	1	1	2
ENSRNOG00000044634	0	0	0	0	0	0
ENSRNOG00000034833	225	190	157	210	155	188
ENSRNOG00000044635	0	0	0	0	0	0
ENSRNOG00000034834	4321	1716	2937	1723	1843	1293
ENSRNOG00000044636	0	0	0	0	0	0
ENSRNOG00000034835	0	0	0	0	0	0
ENSRNOG00000044637	0	0	0	0	0	0
ENSRNOG00000034836	0	0	0	0	0	0
ENSRNOG00000044638	0	0	0	0	0	0
ENSRNOG00000044639	86	125	91	100	92	101
ENSRNOG00000034838	0	0	0	0	0	0
ENSRNOG00000034839	1213	546	928	1206	469	565
ENSRNOG00000044640	0	0	0	0	0	0
ENSRNOG00000044641	0	0	1	0	0	0
ENSRNOG00000044642	11	3	8	20	7	5
ENSRNOG00000034841	282	66	113	73	47	38
ENSRNOG00000044643	805	552	821	675	878	638
ENSRNOG00000044644	0	2	0	0	0	0
ENSRNOG00000034843	0	0	0	0	0	0
ENSRNOG00000044645	0	1	0	0	0	0
ENSRNOG00000034844	4856	4771	4293	5566	3656	4944
ENSRNOG00000044646	0	0	0	0	0	0
ENSRNOG00000034845	1	0	1	1	2	2
ENSRNOG00000044647	0	0	0	0	0	0
ENSRNOG00000044648	5	5	5	0	0	0
ENSRNOG00000034847	58	59	58	51	40	65
ENSRNOG00000044649	0	0	0	0	0	0
ENSRNOG00000034848	0	1	0	0	0	0
ENSRNOG00000034849	0	0	0	0	0	0
ENSRNOG00000044650	0	0	2	1	0	0
ENSRNOG00000044651	0	0	0	0	0	0
ENSRNOG00000034850	2503	2733	2908	2343	2093	2246
ENSRNOG00000044652	0	0	0	0	0	0
ENSRNOG00000034851	0	0	0	0	0	0
ENSRNOG00000044653	0	0	0	0	0	0
ENSRNOG00000034852	0	0	0	0	0	0
ENSRNOG00000044654	0	0	1	0	0	0
ENSRNOG00000034853	0	0	0	0	0	0
ENSRNOG00000044655	0	0	0	0	0	0
ENSRNOG00000044656	0	0	0	0	0	0
ENSRNOG00000034855	269	374	175	193	263	312
ENSRNOG00000044657	0	0	0	0	0	0
ENSRNOG00000034856	413	68	232	394	61	50
ENSRNOG00000044658	0	0	0	0	0	0
ENSRNOG00000044659	0	0	0	0	0	0
ENSRNOG00000034858	1	0	0	2	0	0
ENSRNOG00000044660	0	0	0	0	0	0
ENSRNOG00000044661	0	0	4	1	5	1
ENSRNOG00000034860	0	0	0	0	0	0
ENSRNOG00000044662	0	0	0	0	0	0
ENSRNOG00000034861	7596	807	3449	5367	1017	717
ENSRNOG00000044663	1177	229	819	695	453	367
ENSRNOG00000034862	0	0	0	0	0	0
ENSRNOG00000044664	0	0	0	0	0	0
ENSRNOG00000044665	0	0	0	0	0	0
ENSRNOG00000044666	0	0	0	0	0	0
ENSRNOG00000034865	0	0	0	0	0	0
ENSRNOG00000044667	0	0	0	0	0	0
ENSRNOG00000044668	0	0	0	0	0	0
ENSRNOG00000034867	0	0	0	0	0	0
ENSRNOG00000044669	0	0	0	0	0	0
ENSRNOG00000034868	2	0	2	1	0	1
ENSRNOG00000034869	1	0	1	1	0	1
ENSRNOG00000044670	0	1	0	0	0	0
ENSRNOG00000044671	0	0	0	1	0	2
ENSRNOG00000034870	13	15	14	5	7	7
ENSRNOG00000044672	1	2	0	0	1	1
ENSRNOG00000044673	0	0	0	0	0	0
ENSRNOG00000034872	213	79	1229	472	105	89
ENSRNOG00000044674	0	0	0	0	0	0
ENSRNOG00000034873	0	0	0	0	0	0
ENSRNOG00000044675	0	0	0	0	0	0
ENSRNOG00000034874	419	123	232	222	127	117
ENSRNOG00000044676	0	0	0	0	0	0
ENSRNOG00000044677	121	19	52	22	15	20
ENSRNOG00000044678	0	0	0	0	0	0
ENSRNOG00000034877	15	8	9	14	9	9
ENSRNOG00000044679	0	0	0	0	0	0
ENSRNOG00000034879	0	0	0	1	0	0
ENSRNOG00000044680	0	0	0	0	0	0
ENSRNOG00000044681	0	0	0	0	0	0
ENSRNOG00000034880	0	0	1	0	0	0
ENSRNOG00000044682	0	0	0	0	0	0
ENSRNOG00000034881	0	0	0	0	0	0
ENSRNOG00000044683	0	1	0	0	0	0
ENSRNOG00000034882	0	0	0	0	0	0
ENSRNOG00000044684	0	0	0	0	0	0
ENSRNOG00000034883	446	423	540	298	392	341
ENSRNOG00000044685	29	4	19	12	2	5
ENSRNOG00000034884	19	18	16	15	6	20
ENSRNOG00000044686	0	0	0	0	0	0
ENSRNOG00000044687	0	0	1	0	0	0
ENSRNOG00000034886	6	10	4	5	5	3
ENSRNOG00000044688	0	0	0	0	1	1
ENSRNOG00000034887	4754	3709	3830	5836	2849	4220
ENSRNOG00000044689	0	0	0	0	0	0
ENSRNOG00000034888	0	0	0	0	0	0
ENSRNOG00000044690	0	0	0	0	0	0
ENSRNOG00000044691	1	3	6	4	2	0
ENSRNOG00000034890	1	1	0	0	0	2
ENSRNOG00000044692	0	0	0	0	0	0
ENSRNOG00000034891	0	0	0	0	0	0
ENSRNOG00000044693	0	0	0	0	0	0
ENSRNOG00000034892	1012	1949	1100	940	931	1553
ENSRNOG00000044694	0	0	0	0	0	0
ENSRNOG00000034893	0	0	1	0	0	0
ENSRNOG00000044695	0	1	0	0	0	0
ENSRNOG00000034894	398	428	242	218	231	242
ENSRNOG00000044696	0	0	0	0	0	0
ENSRNOG00000044697	0	0	0	0	0	0
ENSRNOG00000034896	15354	2232	10862	15700	2525	4060
ENSRNOG00000044698	0	0	0	0	0	0
ENSRNOG00000034897	25	21	31	18	7	15
ENSRNOG00000044699	0	0	0	0	0	0
ENSRNOG00000034898	6517	897	6728	2690	884	1231
ENSRNOG00000034899	0	0	0	0	0	0
ENSRNOG00000001101	180	117	194	148	118	128
ENSRNOG00000001103	15	8	17	8	9	8
ENSRNOG00000001104	8	2	4	0	7	1
ENSRNOG00000001106	100	101	88	71	96	79
ENSRNOG00000001107	14	8	4	12	16	6
ENSRNOG00000001108	367	325	362	442	246	326
ENSRNOG00000001110	89	80	99	77	75	84
ENSRNOG00000001111	138	141	89	109	105	112
ENSRNOG00000001113	286	251	295	191	313	207
ENSRNOG00000001114	135	73	105	113	92	88
ENSRNOG00000001115	5	6	4	1	6	4
ENSRNOG00000001117	1	1	0	0	1	0
ENSRNOG00000001120	445	305	403	321	380	304
ENSRNOG00000001123	60	45	40	40	53	24
ENSRNOG00000001124	82	65	74	69	87	66
ENSRNOG00000001125	0	0	0	0	0	0
ENSRNOG00000001126	44	35	50	32	41	26
ENSRNOG00000001128	35	52	22	49	27	24
ENSRNOG00000001129	203	176	174	164	175	149
ENSRNOG00000001130	38	37	22	25	28	19
ENSRNOG00000001134	21	27	26	26	31	17
ENSRNOG00000001135	324	125	223	229	190	140
ENSRNOG00000001136	592	471	637	544	362	406
ENSRNOG00000001138	35	19	41	29	27	25
ENSRNOG00000001139	70	51	99	68	59	43
ENSRNOG00000001141	9	5	13	7	3	8
ENSRNOG00000001142	15	37	21	18	19	20
ENSRNOG00000001143	272	166	267	118	212	157
ENSRNOG00000001145	52	12	53	39	28	25
ENSRNOG00000001148	357	279	323	279	221	221
ENSRNOG00000001149	33	46	21	24	31	34
ENSRNOG00000001150	0	0	0	0	0	0
ENSRNOG00000001151	4	11	7	4	1	4
ENSRNOG00000001152	3	0	2	0	0	0
ENSRNOG00000036000	0	0	0	0	0	0
ENSRNOG00000001153	0	0	2	0	0	0
ENSRNOG00000036001	4	1	0	0	0	0
ENSRNOG00000016400	19	7	21	16	9	10
ENSRNOG00000036002	1007	239	668	957	221	234
ENSRNOG00000006600	23	26	16	16	15	15
ENSRNOG00000036003	20	8	18	17	9	9
ENSRNOG00000001156	7	7	10	11	4	6
ENSRNOG00000016402	2	3	6	4	0	4
ENSRNOG00000026203	0	0	0	0	0	0
ENSRNOG00000036004	3	3	4	3	4	2
ENSRNOG00000001157	7	3	0	3	1	2
ENSRNOG00000016403	0	0	0	0	0	0
ENSRNOG00000026204	53	46	43	33	32	27
ENSRNOG00000036005	82	2	34	14	5	0
