mm9	No description	Cardiovascular	10	0
mm9	No description	Cardiovascular	20	0
mm9	No description	Cardiovascular	50	0
mm9	No description	Digestive tract	05	58606
mm9	No description	Digestive tract	10	29023
mm9	No description	Digestive tract	20	10217
mm9	No description	Digestive tract	50	4365
dm3	All antigens	Cell line	50	782008
mm9	No description	Embryonic fibroblast	05	439569
mm9	No description	Embryonic fibroblast	10	264508
mm9	No description	Embryonic fibroblast	20	151769
mm9	No description	Embryonic fibroblast	50	96182
mm9	No description	Embryo	05	173528
mm9	No description	Embryo	10	82607
mm9	No description	Embryo	20	31176
mm9	No description	Embryo	50	12698
mm9	No description	Epidermis	05	0
mm9	No description	Epidermis	10	0
dm3	All antigens	Embryo	05	2391587
mm9	No description	Epidermis	20	0
mm9	No description	Epidermis	50	0
mm9	No description	Gonad	05	173960
mm9	No description	Gonad	10	106827
mm9	No description	Gonad	20	59210
mm9	No description	Gonad	50	30678
mm9	No description	Kidney	05	52710
mm9	No description	Kidney	10	46157
mm9	No description	Kidney	20	38472
mm9	No description	Kidney	50	29704
dm3	All antigens	Embryo	10	1482707
mm9	No description	Liver	05	4444043
mm9	No description	Liver	10	2964207
mm9	No description	Liver	20	1820426
mm9	No description	Liver	50	1461209
mm9	No description	Lung	05	0
mm9	No description	Lung	10	0
mm9	No description	Lung	20	0
mm9	No description	Lung	50	0
mm9	No description	Muscle	05	122088
mm9	No description	Muscle	10	69424
dm3	All antigens	Embryo	20	879828
mm9	No description	Muscle	20	33069
mm9	No description	Muscle	50	15196
mm9	No description	Neural	05	722388
mm9	No description	Neural	10	453650
mm9	No description	Neural	20	261152
mm9	No description	Neural	50	164958
mm9	No description	No description	05	8331647
mm9	No description	No description	10	4762425
mm9	No description	No description	20	2436971
mm9	No description	No description	50	1440775
dm3	All antigens	Embryo	50	504805
mm9	No description	Others	05	0
mm9	No description	Others	10	0
mm9	No description	Others	20	0
mm9	No description	Others	50	0
mm9	No description	Pluripotent stem cell	05	1461126
mm9	No description	Pluripotent stem cell	10	767928
mm9	No description	Pluripotent stem cell	20	391810
mm9	No description	Pluripotent stem cell	50	241336
mm9	No description	Pancreas	05	40573
mm9	No description	Pancreas	10	23725
dm3	All antigens	Larvae	05	1166910
mm9	No description	Pancreas	20	12282
mm9	No description	Pancreas	50	9138
mm9	No description	Placenta	05	0
mm9	No description	Placenta	10	0
mm9	No description	Placenta	20	0
mm9	No description	Placenta	50	0
mm9	No description	Prostate	05	0
mm9	No description	Prostate	10	0
mm9	No description	Prostate	20	0
mm9	No description	Prostate	50	0
dm3	All antigens	Larvae	10	751566
mm9	No description	Spleen	05	107543
mm9	No description	Spleen	10	83031
mm9	No description	Spleen	20	62258
mm9	No description	Spleen	50	46007
mm9	No description	Unclassified	05	318720
mm9	No description	Unclassified	10	197966
mm9	No description	Unclassified	20	107068
mm9	No description	Unclassified	50	69742
mm9	No description	Uterus	05	0
mm9	No description	Uterus	10	0
ce10	All antigens	Larvae	50	149813
dm3	All antigens	Larvae	20	442963
mm9	No description	Uterus	20	0
mm9	No description	Uterus	50	0
mm9	TFs and others	All cell types	05	32558168
mm9	TFs and others	All cell types	10	18444446
mm9	TFs and others	All cell types	20	9466391
mm9	TFs and others	All cell types	50	6900767
mm9	TFs and others	Adipocyte	05	446044
mm9	TFs and others	Adipocyte	10	233885
mm9	TFs and others	Adipocyte	20	103286
mm9	TFs and others	Adipocyte	50	61516
dm3	All antigens	Larvae	50	271480
mm9	TFs and others	Blood	05	14330683
mm9	TFs and others	Blood	10	8700624
mm9	TFs and others	Blood	20	4799994
mm9	TFs and others	Blood	50	3688718
mm9	TFs and others	Bone	05	813743
mm9	TFs and others	Bone	10	512691
mm9	TFs and others	Bone	20	280648
mm9	TFs and others	Bone	50	187103
mm9	TFs and others	Breast	05	726037
mm9	TFs and others	Breast	10	371475
dm3	All antigens	No description	05	318563
mm9	TFs and others	Breast	20	182664
mm9	TFs and others	Breast	50	123779
mm9	TFs and others	Cardiovascular	05	308457
mm9	TFs and others	Cardiovascular	10	155395
mm9	TFs and others	Cardiovascular	20	73054
mm9	TFs and others	Cardiovascular	50	53945
mm9	TFs and others	Digestive tract	05	60305
mm9	TFs and others	Digestive tract	10	33452
mm9	TFs and others	Digestive tract	20	17908
mm9	TFs and others	Digestive tract	50	13988
dm3	All antigens	No description	10	182315
mm9	TFs and others	Embryonic fibroblast	05	2864101
mm9	TFs and others	Embryonic fibroblast	10	1545160
mm9	TFs and others	Embryonic fibroblast	20	715295
mm9	TFs and others	Embryonic fibroblast	50	485813
mm9	TFs and others	Embryo	05	845735
mm9	TFs and others	Embryo	10	398470
mm9	TFs and others	Embryo	20	157168
mm9	TFs and others	Embryo	50	104061
mm9	TFs and others	Epidermis	05	68356
mm9	TFs and others	Epidermis	10	23175
dm3	All antigens	No description	20	81286
mm9	TFs and others	Epidermis	20	7283
mm9	TFs and others	Epidermis	50	4459
mm9	TFs and others	Gonad	05	370103
mm9	TFs and others	Gonad	10	206133
mm9	TFs and others	Gonad	20	104019
